Partition	Input_Domain	Language_A	Language_B	N_Input_Families	N_Common_DR_Informative	N_Both_D_Bearing	N_A_D_B_R	N_A_R_B_D	N_Both_R_No_D	N_Common_With_Mixed_Cell	Both_D_Over_Common	Both_D_Proportion	N_Excluded_Not_Common_Informative	Caution
primary	nonapical-or-uncertain-input	Brahui	Tamil	41	3	0	0	0	3	0	0/3	0.0	38	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Brahui	Telugu	41	2	0	0	0	2	0	0/2	0.0	39	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Brahui	Toda	41	3	0	0	0	3	0	0/3	0.0	38	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Brahui	Tulu	41	3	0	0	0	3	0	0/3	0.0	38	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Brahui	markodi	41	1	0	0	0	1	0	0/1	0.0	40	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Gondi	41	8	0	0	0	8	0	0/8	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Kannada	41	10	0	0	0	10	0	0/10	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Kodagu	41	6	0	0	0	6	0	0/6	0.0	35	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Kolami	41	7	0	0	0	7	0	0/7	0.0	34	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Konda	41	8	0	0	0	8	0	0/8	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Koraga	41	2	0	0	0	2	0	0/2	0.0	39	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Kota	41	6	0	0	0	6	0	0/6	0.0	35	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Kui	41	3	0	0	0	3	0	0/3	0.0	38	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Kurux	41	2	0	0	0	2	0	0/2	0.0	39	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Kuwi	41	4	0	0	0	4	0	0/4	0.0	37	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Malayalam	41	7	0	0	0	7	0	0/7	0.0	34	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Malto	41	3	0	0	0	3	0	0/3	0.0	38	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Manda	41	2	0	0	0	2	0	0/2	0.0	39	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Naiki	41	4	0	0	0	4	0	0/4	0.0	37	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Naikri	41	6	0	0	0	6	0	0/6	0.0	35	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Parji	41	8	0	0	0	8	0	0/8	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Pengo	41	5	0	0	0	5	0	0/5	0.0	36	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Tamil	41	9	0	0	0	9	0	0/9	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Telugu	41	10	0	0	0	10	0	0/10	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Toda	41	6	0	0	0	6	0	0/6	0.0	35	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	Tulu	41	7	0	0	0	7	0	0/7	0.0	34	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gadaba	markodi	41	4	0	0	0	4	0	0/4	0.0	37	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Kannada	41	13	0	0	0	13	0	0/13	0.0	28	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Kodagu	41	9	0	0	0	9	0	0/9	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Kolami	41	9	0	0	0	9	0	0/9	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Konda	41	8	0	0	0	8	0	0/8	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Koraga	41	3	0	0	0	3	0	0/3	0.0	38	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Kota	41	10	0	0	0	10	0	0/10	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Kui	41	5	0	0	1	4	0	0/5	0.0	36	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Kurux	41	2	0	0	0	2	0	0/2	0.0	39	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Kuwi	41	6	0	0	2	4	0	0/6	0.0	35	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Malayalam	41	12	0	0	0	12	0	0/12	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Malto	41	4	0	0	0	4	0	0/4	0.0	37	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Manda	41	3	0	0	0	3	0	0/3	0.0	38	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Naiki	41	4	0	0	0	4	0	0/4	0.0	37	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Naikri	41	8	0	0	0	8	0	0/8	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Parji	41	8	0	0	0	8	0	0/8	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Pengo	41	7	0	0	2	5	0	0/7	0.0	34	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Tamil	41	12	0	0	0	12	0	0/12	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Telugu	41	10	0	0	0	10	0	0/10	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Toda	41	10	0	0	0	10	0	0/10	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	Tulu	41	12	0	0	0	12	0	0/12	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Gondi	markodi	41	4	0	0	0	4	0	0/4	0.0	37	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Irula	Kota	41	1	0	0	0	1	0	0/1	0.0	40	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Irula	Kuwi	41	1	0	0	0	1	0	0/1	0.0	40	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Irula	Malayalam	41	1	0	0	0	1	0	0/1	0.0	40	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Irula	Tamil	41	1	0	0	0	1	0	0/1	0.0	40	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Irula	Telugu	41	1	0	0	0	1	0	0/1	0.0	40	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Irula	Toda	41	1	0	0	0	1	0	0/1	0.0	40	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Irula	Tulu	41	1	0	0	0	1	0	0/1	0.0	40	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Kannada	Kodagu	41	10	0	0	0	10	0	0/10	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Kannada	Kolami	41	10	0	0	0	10	0	0/10	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Kannada	Konda	41	12	0	0	0	12	0	0/12	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Kannada	Koraga	41	4	0	0	0	4	0	0/4	0.0	37	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	nonapical-or-uncertain-input	Kannada	Kota	41	13	0	0	0	13	0	0/13	0.0	28	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
