Group_ID	Display_Form	Display_Gloss	Head_Strategy	N_Records	N_Attested	N_Telugu_Records	Languages	Reconstructions	Reconstruction_IDs	Reconstructed_Input_Flags	Comparative_Input_Flags	Telugu_Forms	Status	Scope	In_Independent_Input_Screen	In_Prior_Cluster_Triage	In_Local_Stop_Process_Audit
d1500	*kā-ḷ-	to burn, flame	krishnamurti-pfeiffer	9	6	3	Malayalam;Parji;Telugu	*kā-ḷ- | *kāḷ- | *kā-ḷ	d1500;f_lyvg6x6nb7vxs;f_spb2slazy3olc	long-vowel-apical-control	long-vowel-apical-control	kālupu | kālu | kālcu	entry	not-in-current-full-casebook	1	0	0
d1501	kāḷai		dedr-reflex	11	9	1	Kannada;Kui;Tamil;Telugu;Tulu	*kāḷai	f_ecym4d6odtr6k	long-vowel-apical-control	long-vowel-apical-control	gāḷakũḍu	entry	not-in-current-full-casebook	1	0	0
d1502	kāḷai		dedr-reflex	5	3	0	Kodagu;Malayalam;Tamil	*kāḷai	f_kq6rkps4oofsa	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d1503	**kaṯV-		krishnamurti-pfeiffer	11	8	0	Konda;Kui;Kurux;Kuwi;Pengo	**kaṯV- | **kaṯV | *kāz-	d1503;f_23ydc4o5le6dy;f_gfyn4up2u6ztk	postapical-cluster;short-vowel-apical	nonapical-control;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1504	kāṟu		dedr-reflex	7	5	0	Kannada;Malayalam;Tamil	*kār_u (kār_i-)	f_2j7sgh5225drg	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1505	*kāṯ-	plough-share	krishnamurti-pfeiffer	12	8	2	Gondi;Kannada;Kuwi;Tamil;Telugu	*kāṯ- | *kār- | *kāṯ	d1505;f_cwaz5u54vxomq;f_kvymb5zyjv6uk;f_vmpyfdsb6rqvm	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical	kāru | kaṟṟu	entry	not-in-current-full-casebook	1	0	0
d1506	*kār_-ai		merriam-pdr	9	7	0	Badaga;Malayalam;Naiki;Tamil;Toda;Tulu	*kār_-ai	d1506;f_uwxdmxaqiswos	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1508	kāṉal		dedr-reflex	4	2	0	Malayalam;Tamil	*kān_al	f_sntlncvlkif52	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	0	0	0
d151	*ándug-		merriam-pdr	7	5	2	Kannada;Kolami;Telugu	*ándug-	d151;f_ubdwvtd5xzhnk	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	indugu | andugu	entry	not-in-current-full-casebook	1	0	0
d1510	kicv- (kict-)		dedr-reflex	17	15	0	Badaga;Kannada;Kota;Tulu	*kisi (kisid-/kist-)	f_mymv34rlqqht4	nonapical-control	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1511	*kickic-		merriam-pdr	14	12	1	Kannada;Kuwi;Pengo;Tamil;Telugu;Tulu	*kickic-	d1511;f_iod2m3bs2sf4i	nonapical-control	nonapical-control	kiduku	entry	not-in-current-full-casebook	0	0	0
d1512	kiccili		dedr-reflex	21	18	2	Badaga;Kannada;Malayalam;Tamil;Telugu;Tulu	*kicVl- | *kitVl-	f_nxsqor5cwu7gq;f_rdtyu6p2z3bgy	nonapical-control	nonapical-control	kiccili | kittali	entry	not-in-current-full-casebook	0	0	0
d1513	**kiccV-		krishnamurti-pfeiffer	35	32	1	Brahui;Gadaba;Gondi;Kolami;Konda;Kui;Kurux;Kuwi;Malto;Manda;Naiki;Parji;Pengo;Telugu	**kiccV- | *kic- | **kiccV	d1513;f_3cjtng2csbcg6;f_zgi53tgu4cf5c	nonapical-control	nonapical-control	giccu	entry	not-in-current-full-casebook	0	0	0
d1514	**ciccV		krishnamurti-pfeiffer	50	48	4	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Koraga;Kota;Kui;Kurux;Kuwi;Malto;Naiki;Naikri;Parji;Tamil;Telugu;Toda;Tulu	**ciccV | *čic-	d1514;f_ra2xlzvatgiyk	nonapical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	ciccuṟa | kittu | ciccaṟa | ciccu	entry	not-in-current-full-casebook	1	0	0
d1515	*kic-Vkic-V	onom 'chirping, squeaking'	krishnamurti-pfeiffer	29	27	4	Kannada;Malayalam;Tamil;Telugu;Tulu	*kic-Vkic-V | *kič-	d1515;f_gqep6wf6cq6ho	nonapical-control	nonapical-control	kicakica | kī̃cum-anu | kī̃cu | kica-koṭṭu	entry	not-in-current-full-casebook	0	0	0
d1516	kiccukkiccu mūṭṭu		dedr-reflex	7	4	0	Tamil;Toda	*ppaṇṇu | *kiccukkiccu mūṭṭu	f_3lizfh467dunk;f_77hzpjt5ekcfg	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1517	kiss		dedr-reflex	4	2	0	Kurux;Malto	*kis	f_fsiqclvreizgs	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1518	*kiǯov-i		merriam-pdr	9	7	0	Konda;Kuwi;Malto	*kiǯov-i	d1518;f_o3r76nnhyyegs		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1519	*ginǯ-i		merriam-pdr	52	7	0	Gondi;Kannada;Kurux;Parji;Tulu	*ginǯ-i	d1519;f_rsady2tkqfdbc	postapical-cluster;short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d152	aparañci		dedr-reflex	6	4	1	Badaga;Kannada;Tamil;Telugu	*aparanǯi	f_nj6tk6zqlzwk6	nonapical-control	nonapical-control	aparañji	entry	not-in-current-full-casebook	0	0	0
d1520	giji		dedr-reflex	11	8	0	Badaga;Kannada;Tulu	*giji | *gija	f_2tn5bgpfuclii;f_y375secus66c4	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1521	kicrī		dedr-reflex	3	1	0	Kurux	*gisiṛ	f_z2tcccf2injt4	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1522	ginjnā		dedr-reflex	5	3	0	Kurux;Malto	*ginǯ	f_j64byfdzwz4wq	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1523	giñju		dedr-reflex	6	4	1	Badaga;Kannada;Konda;Telugu	*ginza	f_ciacz5lfh2ih2	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	ginja	entry	not-in-current-full-casebook	1	0	0
d1524	*kōḍ- (?)		merriam-pdr	29	27	4	Gondi;Kannada;Kodagu;Malayalam;Malto;Tamil;Telugu;Tulu	*kōḍ- (?)	d1524;f_ntyrxitq63akg	long-vowel-apical-control	geminate-apical-control;postapical-cluster;short-vowel-apical	keḍavu | keḍayika | keḍayu | keḍapu	entry	not-in-current-full-casebook	1	0	0
d1525	kiṭaŋku		dedr-reflex	11	9	1	Badaga;Kannada;Malayalam;Tamil;Telugu;Tulu	*giḍaŋ-	f_tj6tzw5adwlfi	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	giḍḍaŋgi	entry	not-in-current-full-casebook	1	0	0
d1526	kiṭaŋku		dedr-reflex	9	7	0	Kannada;Kodagu;Malayalam;Tamil	*kiḍaŋ-	f_46ic5clbsswv6	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1527	*giḍ-		merriam-pdr	14	12	2	Gondi;Kannada;Kodagu;Konda;Kuwi;Parji;Telugu;Tulu	*giḍ-	d1527;f_7rzuxuojn42jo	short-vowel-apical	nonapical-control;short-vowel-apical	ḍēga | giḍḍu	entry	not-in-current-full-casebook	1	0	0
d1528	kiṛy		dedr-reflex	10	8	0	Kannada;Kodagu;Toda;Tulu	*kiḍ-i	f_sddr7xhw5ygsm	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1529	giḍi		dedr-reflex	6	4	0	Kannada;Tulu	*giḍi	f_67i4zo5zkvld4	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d153	apka		dedr-reflex	4	2	0	Pengo	*apka	f_wyif7zqqt4oee	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	1
d1530	kiṭukiṭu		dedr-reflex	12	10	0	Badaga;Malayalam;Tamil	*kiṭukiṭu (-pp-, -tt-)	f_fdaxrxrwwei5m	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1531	kiṭukiṭu		dedr-reflex	12	10	0	Malayalam;Tamil	*kiṭukiṭu (-pp-, -tt-)	f_sglde3i7ij74q	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1532	kiṭuku		dedr-reflex	8	6	0	Malayalam;Tamil;Tulu	*kiṭuku	f_opf3wrectjfya	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1533	*kiṭ-k-		merriam-pdr	6	4	1	Gadaba;Parji;Telugu	*kiṭ-k-	d1533;f_v6og2mwpdzjkw	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	kiṭuku	entry	not-in-current-full-casebook	1	0	0
d1534	kiṭupiṭi		dedr-reflex	8	6	1	Kannada;Malayalam;Tamil;Telugu;Tulu	*giḍVbiḍ-	f_7njqddhmc6bma	postapical-cluster;short-vowel-apical	short-vowel-apical	giḍiya	entry	not-in-current-full-casebook	1	0	0
d1535	kiṭai		dedr-reflex	16	14	0	Badaga;Kui;Malayalam;Tamil	*kiṭai	f_3ewtd4fpkx4r2	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1536	giḍri		dedr-reflex	4	2	0	Kui;Kuwi	*giṛʔ- (-rl-)	f_ir56l3qexquy4	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1537	kiṭṭa		dedr-reflex	6	4	0	Gadaba;Parji	*kiṭ-	f_jqdyfxlby4526	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1538	*Kiṭ-		merriam-pdr	42	40	3	Badaga;Kannada;Kodagu;Konda;Koraga;Malayalam;Malto;Pengo;Tamil;Telugu;Toda;Tulu	*Kiṭ-	d1538;f_vsw26l3o24dqs	short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kiṭṭu | giṭṭu | giṭṭani	entry	not-in-current-full-casebook	1	0	0
d1539	giṭṭe		dedr-reflex	4	2	0	Kannada;Tulu	*giṭṭe	f_nx5b4qqqobui2	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d154	appa-kkoṭi		dedr-reflex	7	5	0	Malayalam;Tamil	*apa	f_xrmbwiwox735y	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1540	*kiṇṭ-V-	metal pot	krishnamurti-pfeiffer	8	4	1	Kannada;Malayalam;Tamil;Telugu	*kiṇṭ-V- | *kiṇṭ-V | *kiṇṭan_	d1540;f_cst2iouydtj2s;f_pw2qbzwe77c3c;f_sgqlfkxqj6vy6	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	giṇṭemu	entry	not-in-current-full-casebook	0	0	0
d1541	kiṇṭi		dedr-reflex	17	15	1	Badaga;Kannada;Kodagu;Kota;Malayalam;Tamil;Telugu;Tulu	*ginḍ-i	f_qs5e6m6i4wmv2	postapical-cluster;short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	giṇḍi	entry	not-in-current-full-casebook	0	0	0
d1542	*kinḍ-		merriam-pdr	19	16	2	Gondi;Kota;Malayalam;Malto;Tamil;Telugu;Toda;Tulu	*kinḍ- | *kenḍ-	d1542;f_l6dqpnclvdtdy;f_muxgga5woi7co	postapical-cluster;short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	ceṇḍāḍu | ceṇḍu	entry	not-in-current-full-casebook	1	0	0
d1543	*gin-		merriam-pdr	17	15	2	Badaga;Gadaba;Gondi;Konda;Kuwi;Malayalam;Tamil;Telugu;Toda;Tulu	*gin-	d1543;f_s6htgwnsxc3my	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	ginniya | ginne	entry	not-in-current-full-casebook	0	0	0
d1544	kiṇṇi		dedr-reflex	4	2	0	Malayalam;Tamil	*kiṇṇi	f_uemp3fnidrve6	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1545	kiṇṇ-eṉal		dedr-reflex	37	35	2	Badaga;Kannada;Malayalam;Tamil;Telugu;Toda;Tulu	*giṇ-giṇ-	f_bv7qx345e2qo6	postapical-cluster;short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	kiṇakiṇalāḍu | giŋguru	entry	not-in-current-full-casebook	1	0	0
d1546	**kitVkV-		krishnamurti-pfeiffer	54	51	3	Badaga;Kannada;Kota;Kurux;Kuwi;Malayalam;Tamil;Telugu;Toda;Tulu	**kitVkV- | *kind- | **kitVkV	d1546;f_btnrou4y55kaw;f_fpo3rnf3zbkzk	nonapical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	ciduku | cedaru | cindu	entry	not-in-current-full-casebook	1	0	0
d1547	*cind-		merriam-pdr	17	15	1	Gondi;Malayalam;Malto;Tamil;Telugu	*cind-	d1547;f_s4ajvlasyavu4	postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	cindaṟa	entry	not-in-current-full-casebook	0	0	0
d1548	*k̂edal-		merriam-pdr	22	20	2	Kannada;Kodagu;Kolami;Konda;Malayalam;Naikri;Tamil;Telugu;Toda	*k̂edal-	d1548;f_cturxsftgtvhs		nonapical-control;short-vowel-apical	cedalu | ceda	entry	not-in-current-full-casebook	1	0	0
d1549	kiteṛi maran		dedr-reflex	8	6	0	Konda;Kui;Kuwi;Manda	*kiʔ-eṇi	f_vh6olhtp2pvke		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d155	*app-am	rice cake	krishnamurti-pfeiffer	80	13	3	Brahui;Kannada;Kota;Malayalam;Tamil;Telugu;Tulu	*app-am | *ápa-	d155;f_isxir4mvi4zds;f_ki3hkqeb5kcz6	nonapical-control	nonapical-control	appaci | appamu | appacci	entry	not-in-current-full-casebook	0	0	0
d1550	*git-		merriam-pdr	5	3	0	Gondi;Naiki	*git-	d1550;f_ghehc62nofofy	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1551	*kit-		merriam-pdr	21	19	0	Gondi;Kui;Kurux;Kuwi;Manda;Tulu	*kit-	d1551;f_zqi7y5xddq5r2	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1552	kittu		dedr-reflex	10	8	0	Malayalam;Tamil	*kittu (kitti-)	f_qnfgoe34z6wus	nonapical-control	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1553	gidda		dedr-reflex	11	7	2	Kannada;Telugu	*gira | *girda | *gidda	f_fapqw5h4buib4;f_q4csyrntxtvag;f_qpzxujuolukng	nonapical-control;postapical-cluster;short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical	gidda | gidde	entry	not-in-current-full-casebook	1	0	0
d1554	*kindr-		merriam-pdr	7	5	0	Gadaba;Kurux;Manda;Pengo	*kindr-	d1554;f_btbyr5vsipeqm	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1555	*kirp-a		merriam-pdr	7	5	0	Kuwi;Manda;Parji;Pengo	*kirp-a	d1555;f_3eudctpd34f4e	postapical-cluster;short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1556	kimuṛ̆		dedr-reflex	10	8	4	Kannada;Koraga;Telugu	*kimuẓ	f_n6edunz4ed3es	nonapical-control	nonapical-control	cimiḍika | cimuḍucu | cimuḍcu | cimuḍu	entry	not-in-current-full-casebook	0	0	0
d1557	kimpuri		dedr-reflex	6	4	0	Tamil;Tulu	*kimpuri	f_bl5mrybno26wm	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1558	qemḍe		dedr-reflex	5	3	0	Brahui;Malto	*qem-	f_ugsrmhu3ng5va	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1559	kiyā		dedr-reflex	4	2	0	Kurux;Malto	*kijā	f_wtuxtblsxn2vg	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d156	*appa-	father	krishnamurti-pfeiffer	79	75	3	Badaga;Gondi;Kannada;Kodagu;Kolami;Konda;Kui;Kuwi;Malayalam;Naikri;Tamil;Telugu;Tulu	*appa- | *appa | *ápa-	d156;f_2uksv6kfelmbo;f_6v432qoc6rs6c;f_uatnueh3l5itk	nonapical-control	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	appa | appappa	entry	not-in-current-full-casebook	1	0	0
d1560	ciraŋku		dedr-reflex	16	14	1	Kannada;Malayalam;Tamil;Telugu;Tulu	*kir-	f_qkywbms73qh4g	short-vowel-apical	long-vowel-apical-control;postapical-cluster;short-vowel-apical	ciruguḍu	entry	not-in-current-full-casebook	1	0	0
d1561	kirāv		dedr-reflex	5	3	0	Kolami;Naikri	*kir-v-	f_4par3qo5jp3vg	postapical-cluster;short-vowel-apical	nonapical-control;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1562	ciri		dedr-reflex	16	14	0	Kannada;Malayalam;Tamil;Toda	*ciri (-pp-, -tt-)	f_wn25xbunxtoiq	short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1563	*kir_l-		merriam-pdr	10	8	0	Gondi;Kuwi;Manda;Parji;Pengo;Tulu	*kir_l-	d1563;f_nd4yo4ll7fuqc	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1564	**kerVccV-		krishnamurti-pfeiffer	60	57	0	Badaga;Brahui;Kannada;Kolami;Kota;Kurux;Malayalam;Malto;Naiki;Parji;Tamil;Toda;Tulu	**kerVccV- | **kerVccV | *ker-	d1564;f_7bfrbke6ki37o;f_n4vkrzelsiink	postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1565	kirñci		dedr-reflex	6	4	0	Kannada;Tulu	*kirñci	f_73tk6q7fjqome	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1566	kirnā (kirryas)		dedr-reflex	6	4	0	Kurux;Malto	*kir	f_deqfsr7odlmcq	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1567	*kirŋ-ɣa		merriam-pdr	10	8	0	Kui;Kuwi;Manda;Naiki;Pengo	*kirŋ-ɣa	d1567;f_jmna23tbkvtuk	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1568	**kīr-		krishnamurti-pfeiffer	10	7	0	Gadaba;Gondi;Kurux;Parji	**kīr- | **kīr | *Kīr-	d1568;f_ltd64ck56br3i;f_mmrqrmrw6htbo	long-vowel-apical-control	long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1569	girli		dedr-reflex	8	6	0	Konda;Kuwi;Manda;Pengo	*girŋil-i	f_cf5vzkstvpyky	postapical-cluster;short-vowel-apical	long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d157	appu		dedr-reflex	19	16	3	Kannada;Kota;Malayalam;Tamil;Telugu;Tulu	*áp-aḷi- | *ap-	f_3w5uf2gwopbz4;f_7o6x5w3iysdqy	nonapical-control	nonapical-control	appaḷincu | appaḷamu | appaḷinta	entry	not-in-current-full-casebook	0	0	0
d1570	*kil-	to be able	krishnamurti-pfeiffer	18	14	0	Kota;Malayalam;Tamil;Toda	*kil- | *kil (kir_p-, kir_r_-) | *kil	d1570;f_ghkulqpawqgh2;f_gpcgol4ezfjwe;f_wuhd3im6m27ui	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1571	*kil-	some; small	krishnamurti-pfeiffer	28	21	2	Badaga;Kannada;Kolami;Koraga;Kota;Malayalam;Tamil;Telugu;Toda;Tulu	*kil- | *kil-a | *kil | *kiṯ | *kil-/*kiṯ-	d1571;f_afeahyaiuony4;f_fzsr6ffdqizqk;f_gqu5da6ulfehm;f_lo6qrrf3to7p4;f_uzojtfvnimttq;f_zklkgoao4e3rm	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	cilupa | cilipi	entry	not-in-current-full-casebook	1	0	0
d1572	kili		dedr-reflex	9	7	1	Kannada;Kota;Malayalam;Tamil;Telugu;Tulu	*gil-i	f_pyji6ttndcpbw	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	gili	entry	not-in-current-full-casebook	1	0	0
d1573	kileñji		dedr-reflex	7	4	0	Koraga;Tulu	*kileñji | *(BRR) keleñji	f_bphm3gcicegbe;f_crimaoaermvqy	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1575	kil-kill-eṉal		dedr-reflex	43	41	6	Badaga;Kannada;Kota;Kui;Malayalam;Tamil;Telugu;Tulu	*gil-gil-	f_riqtbmbrkhlec	postapical-cluster;short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	gilaka | gilka | giluku | kilakila | kilakilal-āḍu | gilku	entry	not-in-current-full-casebook	1	0	0
d1576	*gilgil-		merriam-pdr	4	2	0	Gondi;Parji	*gilgil-	d1576;f_wbbf6t2jwxafc	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1577	*kil-	small	krishnamurti-pfeiffer	16	11	2	Kannada;Malayalam;Tamil;Telugu;Tulu	*kil- | *kil | *kiṯ | *kel-	d1577;f_2see3jjzszlqg;f_7dqt633bl32go;f_vdrink534v6ss;f_z6i75ee2mqsho	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	cilla-pencu | cillapeŋku	entry	not-in-current-full-casebook	1	0	0
d1578	*kiṛ-		merriam-pdr	30	28	2	Badaga;Gondi;Kannada;Kolami;Koraga;Malayalam;Naikri;Tamil;Telugu;Tulu;markodi	*kiṛ-	d1578;f_5opmlbw5f6ipa	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	genasu | genusu	entry	not-in-current-full-casebook	1	0	0
d1579	kiṛ̆am		dedr-reflex	23	21	0	Badaga;Kannada;Malayalam;Tamil;Toda;Tulu	*kīẓ-	f_mnjact4fwzema	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d158	appu		dedr-reflex	13	11	0	Kannada;Tulu	*aN- (?)	f_lxlivhpbljefg	short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1581	*kiẓ[i]-		merriam-pdr	31	29	0	Badaga;Kannada;Kota;Malayalam;Naiki;Tamil;Toda;Tulu	*kiẓ[i]-	d1581;f_qaih4blcb3x7g	short-vowel-apical	long-vowel-apical-control;nonapical-control;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1582	kille		dedr-reflex	12	10	0	Gondi;Konda;Kui;Kuwi;Pengo	*kiḷ-	f_h6ta3gxri7vwo	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1583	kiḷar		dedr-reflex	29	27	2	Kannada;Kui;Malayalam;Pengo;Tamil;Telugu	*keral-	f_iqezyyu2vknbe	short-vowel-apical	postapical-cluster;short-vowel-apical	keralu | genayu	entry	not-in-current-full-casebook	1	0	0
d1584	*kiḷi	parrot	krishnamurti-pfeiffer	19	16	1	Badaga;Kannada;Kodagu;Malayalam;Parji;Tamil;Telugu;Toda;Tulu	*kiḷi | *kiḷ-	d1584;f_aemwsuzeram56;f_w433zwsngm4zw	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	ciluka	entry	not-in-current-full-casebook	1	0	0
d1585	kiḷiñcil		dedr-reflex	5	3	0	Malayalam;Tamil	*kiḷiñcil	f_qph4aln4e776e	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1586	*kiḷ-		merriam-pdr	35	33	2	Gadaba;Kannada;Konda;Koraga;Kota;Kuwi;Malayalam;Tamil;Telugu;Toda;Tulu	*kiḷ-	d1586;f_wwodlkyopohos	short-vowel-apical	postapical-cluster;short-vowel-apical	kilumu | cilumu	entry	not-in-current-full-casebook	1	0	0
d1587	kiḷuvai		dedr-reflex	4	2	0	Tamil	*kiḷuvai	f_i4suw6rzsyauo	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1588	*keḷ-ay	to dig up	krishnamurti-pfeiffer	20	18	4	Badaga;Kodagu;Malayalam;Tamil;Telugu;Toda;Tulu	*keḷ-ay | *kIḷ-	d1588;f_hny3tayayv33c	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	kellagincu | kelãku | kelaŋku | kelanu	entry	not-in-current-full-casebook	1	0	0
d1589	kiḷḷu		dedr-reflex	13	11	2	Kannada;Malayalam;Manda;Tamil;Telugu;Toda;Tulu	*kiḷ-	f_lyeyqxq42dz2q	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	gilluḍu | gillu	entry	not-in-current-full-casebook	1	0	0
d159	amañci		dedr-reflex	7	5	3	Tamil;Telugu	*amanǯi	f_olmquystau4ss	nonapical-control	nonapical-control	aminji | amiji | amanji	entry	not-in-current-full-casebook	0	0	0
d1590	kiṟāvu		dedr-reflex	37	35	3	Badaga;Brahui;Kannada;Kota;Kui;Kuwi;Tamil;Telugu;Toda;Tulu	*kīr_- (*-d_-)	f_mrzpvgxeqhq6o	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	cīruḍu | cīru | cīṟu	entry	not-in-current-full-casebook	1	0	0
d1591	ciṟi		dedr-reflex	9	5	0	Kodagu;Malayalam	*cir_i | *ciri | *cir_a	f_3ldutjvtkgeac;f_axujsitt57hze;f_b7wgoctqf5ik4	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1592	kiṟige		dedr-reflex	6	4	0	Kannada;Tulu	*kir_ige	f_lc2lt2zbr6tky	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1593	kiṟiccu		dedr-reflex	24	22	2	Kannada;Kota;Malayalam;Tamil;Telugu;Tulu	*gir_-	f_26h42ulty47tc	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	kiṟṟu | kiṟakiṟa	entry	not-in-current-full-casebook	1	0	0
