ID	Entry_ID	Compared_Entry_ID	Relation	Direction	Confidence	Source	Evidence
dbia:dbia212:13698	f_dfegvnhirwfw4	13698	loan	entry-from-compared	high	dbia[p. 41, no. 212]	Ta. tuti (-pp-, -tt-) to praise, flatter, worship; n. praise, eulogy, fame. Ka. tuti, stuti praise, eulogy, flattery; tutisu, stutisu, stutiyisu to praise, worship. Kod. tudi- (tudiv-, tudiñj-) to be praised; (tudio-, tudic-) to praise. Tu. tuti, stuti praise. Te, stuti id.; stutincu to praise. /Skt. stuti praise, adulation. Skt. st- normally becomes Ta. t-, but there may be a MIA intermediary with th-, and also -d-, viz. *thudi-; Pa. thuti-, Pkt. thuti-, thui- are the attested forms.
dbia:dbia213:dbia213-ia	f_fai2dho4ibjx4	f_tibrmkx6dgjuy	loan	entry-from-compared	high	dbia[p. 41, no. 213]	Ta. turai chief, lord, master, ruler, gentleman, nobleman, European gentleman; turaicci, turaicāni lady, matron, mistress, European lady; turaittanam government. Ma. tura, dhvara master, lord, a man of rank. Ko. doyr European man; fem. dorca'ny. To. twary European (in songs). Ka. dore chief, king, master, a man of the ruling class; doresāni lady, mistress; doretana kingship, royalty, the rank or function of a king, government, rule. Kod. dore king, European. Tu. doré, dhore master, lord, king, ruler. Te. dora a chief, lord, ruler, governor, master, owner, an equal; doratanamu government, dominion, rule, reign, sovereignty. Pa. dora rich man, merchant, moneylender. Kuwi (S) doreesi gentleman. Skt. dhurya- leader, chief > dhaureya- superior > Pa. dhoreyya- (see Edgerton, BHS Dict., s.v. dhaura-), Pkt. dhoreya- (and dhojja-) id.
dbia:dbia214:5886	f_zhyszbbedhqew	5886	loan	entry-from-compared	high	dbia[p. 41, no. 214]	Ta. tulai steelyard, weight, well-sweep; tula id., balance, single shaft of a cart; tulām balance, steelyard, well-sweep, main beam in roof; tūlam beam of a house. Ma. tula balance; tulām id., beam, joist, sloping beam in a roof, well-sweep. Ko. tol log used in breaking bullocks to plow. Ka, tula, tule, tulā, tole balance, scales, weight, beams in roof of a house; dūla a beam of timber. Tu. tolè, tulè beam, log. Te. dūlamu beam. Kui tūli ridge of a house. /Skt. tula- bal- 42 DRAVIDIAN BORROWINGS FROM INDO-ARYAN ance, weight, a kind of beam in the roof of a house.
dbia:dbia216:6506	f_gfzy3kdrqiqig	6506	loan	entry-from-compared	high	dbia[p. 42, no. 216]	Ta. tūcu cloth, garment, cotton; tūcar washermen. Ka. dūsu, dūsa, dūşya cloth, cotton, calico. Skt. dūşya- a tent. . BHS důşyacloth, cotton. Pa. dussa- cloth, clothes. Pkt. dūsa- id.
dbia:dbia217:5810	f_xjewoqrzbxdvm	5810	loan	entry-from-compared	high	dbia[p. 42, no. 217]	Ta. tēti, teyti date, day of the month; titi lunar day. Ma. tiyyati, tiyati, tēti day of the month, date. Ko. te dy id. Ka, titi, tithi lunar day. Tu. tēdi a day of the solar month; tithi a lunar day. Te. tēdi a date, day of the month; tithi lunar day. Skt. tithi - lunar day.
dbia:dbia218:dbia218-ia	f_26vj2ihuupxz4	f_wmuiwimmvnszq	loan	entry-from-compared	high	dbia[p. 42, no. 218]	Ta. tēvatāci, tēv-ațicci, tēv-ațiyāl temple dancing girl, prostitute. Ma. tēvațiyāļ id.; (vulg.) tēvițiyā- makan bastard. Ko. te vry prostitute; te vry mog son of a whore. /Skt. devadāsī- temple dancing girl (ațicci and ațiyāļ are calques on dāsī).
dbia:dbia219:6523	f_sqwvwql2qy5le	6523	loan	entry-from-compared	high	dbia[p. 42, no. 219]	Ta. tēvu, tēvan god; tēvar deities; teyvam, taivam god. Ma. tēvan a deity. Ko. devr god. To, töw id. Ka. dēva id.; devva, devvu demon, evil spirit. Kod. de va god. Tu. dēva id.; daiva deity, god; devva demon, evil spirit. Te. dēva god; dēvara id., master; daivamu god. /Skt. deva- god; daiva-, daivya- divine. Pkt. devagod; devva divine.
dbia:dbia21:dbia21-ia	f_hnrowjsn5d4om	f_owkp7brykggim	loan	entry-from-compared	high	dbia[p. 12, no. 21]	Ta. arukkam crystal. To. ark glass (window or a piece of glass). Ka. arka crystal. Tu. arka id. Te. arkamu id. /Skt. arka- crystal.
dbia:dbia220:6644	f_mzq7ch2lbobhk	6644	loan	entry-from-compared	high	dbia[p. 42, no. 220]	Ta. tõņi boat, dhoney, ship, float, raft, canoe, water-trough. Ma. toņi trough, bathing tub, boat. Ka, dāņi, dāņi id. Tu, dāņi Tu. dõņi boat. Te. done a large boat, a small vessel or ship, (B also) a trough. Skt. droņi- wooden trough or tub, any vessel or implement made of wood. Pa. Pkt. doni- id., canoe. H. Joni small boat. Mar. doni Turner, s.v. duno, dunu. canoe. N id.
dbia:dbia221:dbia221-ia	f_wfnfu6fbn7q2o	f_dib7qoerhpvlm	loan	entry-from-compared	high	dbia[p. 42, no. 221]	Ta. nakai jewels. Ma. naka jewel. To. naxy Ka. naga an ornament, an article, a piece, a load of articles, a bullock load. Kod. naga jewelry. Tu. naga jewels, ornaments; goods, property. Te, naga a jewel or ornament, a metal vessel, a bullock load of tobacco, etc. /Skt. naga- mountain. id., rock, precious stone, jewel. Mar. nag id., an article or item (as of implements, pieces of apparel, etc., in enumerating them), a piece. H. nag DICTIONARY 43
dbia:dbia222:dbia222-ia	f_nm6rc5nwkag3w	f_ytmunlj7j5vaw	loan	entry-from-compared	high	dbia[p. 43, no. 222]	Ta. nankặram anchor. Ma. nankūram id. Ka. nangal, langar id. Tu. nangarų, nangalų, langarų id. Te. langaru id. Skt. nāgaraanchor (Tilakamañjarī, pp. 119, 122, etc.). Mar. nãgar id. H. langar id. ( Pers. langar). All ultimately < Greek öykūpa.
dbia:dbia223:7031	f_vyxlfqemfif2o	7031	loan	entry-from-compared	high	dbia[p. 43, no. 223]	Ta. nattu nose-ornament. Ka. nattu id. Tu. nattų, nattu, nartu id. Te. nattu ring worn by women on the side of the nose. Go. (Muria) nath nosering. Skt. nastā hole bored through the septum of the nose; nastaka- septum of the nose (of cattle) or hole bored in it. Pkt. ḥatthānose-rope. H. nath nose-rope, a ring worn in the nose by women.
dbia:dbia224:dbia224-ia	f_o2alqjbxueubm	f_ur435vx3tkz3k	loan	entry-from-compared	high	dbia[p. 43, no. 224]	Ta. nāți pulse, artery, vein, tendon, ligament; nāri tubularity, tube, a measure of capacity (= 8 ollocks), Indian hour (= 24 minutes), weaver's shuttle, quiver, the 25th nakșatra; nārikai Indian hour. Ma. nāți, nāļi any tubular organ, vein, artery, the pulse; nāri tube, bamboo joint, a measure (of fluids); närikai an Indian hour. Ko, na ty pulse in wrist, sexual potency; na fy heart-beat, pulse. To. no ty pulse in wrist. Ka. nāļi any tubular organ of the body, as artery, vein, nerve, etc., the pulse; nāri Indian hour; nāļi tube, water channel, weaver's shuttle; lāļi weaver's shuttle. Tu. nāļi the pulse, a blood-vessel, artery, or vein; lali a weaver's shuttle. Te. nāļi any tubular organ of the body, artery, vein, the pulse. Skt. nāļi- any tubular organ (as a vein or artery of the body), pipe, tube, the pulse. Turner, s. vv. näril, nalil.
dbia:dbia225:7050	f_tvfczy4llthbs	7050	loan	entry-from-compared	high	dbia[p. 43, no. 225]	Ta. nāņayam stamped coin; uprightness, honesty, probity, honor as in money-dealings, punctuality, extraordinary facts or supposed facts in nature as of the cobra shrinking from the nāka-tāļi root, supposed virtue or action of a plant as the presenting of a herb to the eyes as a cure of ophthalmia, restriction, rule, that which is of good quality as a commodity; nāņakam stamped coin. Ma. nāņiyam, nāṇyam honesty, credit, what is current as reports, proverbs, coin, esp. gold coin. Ka. nāṇya fineness, goodness, good quality as that of grain, cloth, character, etc., honesty, truth, a coin, money, small pieces of silver money. Tu. nāṇya money, coin. Te. nāņemu a coin; honesty, trustworthiness; nãạemu quality, fineness, ascertaining the quality or fineness of anything, character, honesty; a coin; adj. fine, good, honest. /Skt. nāņakacoin or anything stamped with an impression. Pkt. ņāņaka-, ņāņaga- id.
dbia:dbia226:dbia226-ia	f_klujck4mdccrk	f_4mxnpcql3d246	loan	entry-from-compared	high	dbia[p. 43, no. 226]	Ta. nāyar a caste of Hindus in Malabar. Ma. nāyan, nāyar the Sūdras of Kēraļa; soldiers of all castes. Koờna'yammë a Nāyar man; fem. na'yarci. Tu. nāyare, näyimāre a Nāyar of Malabar. Skt. nāyaleader, chief.
dbia:dbia227:7181	f_626k6bfpjgknu	7181	loan	entry-from-compared	high	dbia[p. 43, no. 227]	Ta. nicam own; certainty, assurance, ascertainment, truth, veracity; nicavān true, sincere, upright, honest man. Ma. nijam own; cer- 44 DRAVIDIAN BORROWINGS FROM INDO-ARYAN tainty. Ka. nija innate, own; real, true, actual, genuine, real state or shape, reality, truth. Tu. nija own; truth, veracity, certainty, reality; true, certain, sure, real. Te. nijamu own; truth, reality, fact, truthfulness, veracity, certainty; true, real, actual, certain, positive; nija-padu to be verified, proved real or true; nija-paracu to realize; prove, establish; nijamari a truthful man; nijamugă truly, really, actually; nijāyati (coll.) truthfulness, honesty, uprightness. Kuwi (S) nizomi (z j) truth. /Skt. nija- innate, own.
dbia:dbia228:7245	f_n23v6xigsemoo	7245	loan	entry-from-compared	high	dbia[p. 44, no. 228]	Ta. nimpam margosa. Ma. nimpam Melia azadirachta. Ka. nimba Azadirachta indica Juss. Te. nimbamu id., neem or margosa tree. Pa. līm id. Go. (Muria) nimbu, (A) lim id. Kui lima the nim tree. Skt. nimba- Azadirachta indica. [M. azadirachta Linn. - A. indica Adr.)
dbia:dbia229:7247	f_dimce7wsl6n4w	7247	loan	entry-from-compared	high	dbia[p. 44, no. 229]	Ka. nimbi, nimbe, limbe the acid lime, Citrus medica. Tu. nimbe, limbi, limbe the lemon fruit, C. bergamia. Te. nimma the lime tree. Kol. nimba lime, lemon; (SR) limbū lemon. Ga. (S) nimbe lime tree. Kui lembu lemon, lime. Kuwi (F) limba lemon; (S) limma lime, lemon. Skt. nimbū(ka)- the common lime, C. acida. Turner, s. v. nibu. Mayrhofer, s. v. nimbū-. C. medica Linn.; var. 1 medica proper (the citron); var. 2 limonum (the lemon); var. 3 acida (the sour lime of India); var. 4 limetta (the sweet lime of India). C. aurantium Linn.; var. 1 aurantium proper (the sweet orange); var. 2 bigaradia (the bitter or Seville orange); var. 3 bergamia (the bergamotte orange). ]
dbia:dbia22:1340	f_cm4nsxiwgla5a	1340	loan	entry-from-compared	high	dbia[p. 12, no. 22]	Ta. allam, nallam ginger; ? ellam id. Ka. alla green ginger. Te. allamu id. Kuwi (S) alomi ginger. Skt. ārdra(ka)- fresh ginger. Pkt. alla-, allaa- id. Mar. ălē id. Turner, s.v. aduwa.
dbia:dbia230:dbia230-ia	f_3hatpesbfvuvi	f_wp5xrd4su365w	loan	entry-from-compared	high	dbia[p. 44, no. 230]	"Ka, nepa, neva, nevana, nevanu pretence, pretext, plea. Kod. neva""na pretence. Tu. nevana pretence, pretext, trick. Te. nepamu, nevamu id.; blame, imputation, charge, accusation. Skt. nibhasembling; (at end of bahuvrīhi cpds.) appearance, pretext. BHS, Pa. nibhāappearance, sheen. Pkt. ņihă- deceit; ņivva- pretence (DNM). Nepali ni(h)ũ excuse, pretence (see Turner)."
dbia:dbia231:dbia231-ia	f_i7s6qdkagr6fu	f_d4detiqdomhdw	loan	entry-from-compared	high	dbia[p. 44, no. 231]	Ta. nēmi (-pp-, -tt-), niyami (-pp-, -tt-) to appoint; nēmam appointment. Ma. niyamikka to order, appoint; nēmam rule, service of a raja. Ko. ne'mc- (ne.mc-) to select, appoint. Ka. nēma, niyama appointment; nēmisu, niyamisu to appoint. Tu. nēmaka appointment; determination, choice; nēmisuni to appoint, determine. Te. nēmincu, niyamincu to determine, fix, appoint, commission; nēmamu, (K also) nimamu rule, religious regulation. Go. nēmānā to obey instructions regarding diet in illness; (Ph.) nemanā to observe vows. /Skt. niyamarule, regulation; agreement, arrangement; etc. H. niyam, nem reid. DICTIONARY 45 P, B ace. . near.
dbia:dbia232:dbia232-ia	f_r6kazojcsof7w	f_lianbxdmnkrm4	loan	entry-from-compared	high	dbia[p. 45, no. 232]	Ta. pakațai ace upon dice. Ma. pakața, pakița id. Ka. pagade a mark on a die, a die or piece for playing backgammon, the play itself. Kod. pagade chess. Tu. pagade Te. pagada id. Mar. pagdā a draught (in the game). Connected with Mar. pag square on a chessboard, etc., which is undoubtedly the same as pag foot; on the very uncertain origin of this, Turner, s. v. pagdandi.
dbia:dbia233a:7627	f_7yqv6cemnpyna	7627	loan	entry-from-compared	high	dbia[p. 45, no. 233a]	Ta. pakkam side, nearness; pakkal side, one's class or tribe. Ma. pakkam, pakkal, pakku side. Ko. pak, in phrases: tan paka'ſ by himself, of his own accord, tam paka'ſ with one another, etc. To. pak side. Ka. pakka, pakke, pakku id., proximity. Kod. pakka Tu. pakke side. Te. pakka side; near, adjacent; pakkiya side; ? prakka side, part, direction. Ga. (oll.) paki side. Skt. paksa- wing, side, proximity. Pkt. pakkha- id. Turner, s. v. pākho. b Ta. pakși, pațci, pakki bird. Ma. pakși, pakki id. Ko. paky id. Ka. pakși, pakki, hakki id. Kod. pakši, pakki id.; penis of immature boy. Tu. pakki bird. Te. pakși, pakki id. Ko. paksiak male bird; paksin female bird ( Mar.; tatsama from Skt.). Skt. pakşinbird. Pa, pakkhin- id. Pkt. pakkhi- id.
dbia:dbia234:dbia234-ia	f_vtwbv6e7bakts	f_ghdvvjej47x6i	loan	entry-from-compared	high	dbia[p. 45, no. 234]	Ta. pankāru, pankāram, vankāram gold. Ko. banga'ry jewels, gold or silver chain. Ka. bangāra, vangāra gold; ongāra id., gold ornaments. Tu. bangārų, bangāra gold. Te. bangāru, bangăramu, bangaruvu id. Kol. (SR) bangār id. Konda baŋaram id. Kuwi (F) bangara, (S) bangăra id. /Skt. bhạngāra- gold pitcher or vase; gold (lex.).
dbia:dbia235:dbia235-ia	f_tdnsafd5mfava	f_gb64xbf2lvoac	loan	entry-from-compared	high	dbia[p. 45, no. 235]	Ta. pankuni month Phalguni (February March). Ma. pankuni id. Skt. phālguna- the month of the phalguni asterism. Pa. Pkt. phagguņa-
dbia:dbia236:8496	f_rw7sga65rwbga	8496	loan	entry-from-compared	high	dbia[p. 45, no. 236]	Ta. paccavațam, paccatam a long piece of cloth used as a blanket, bedsheet, or screen. Ma. paccavațam an entire piece of cloth (32 cubits); blanket. Ko. paca'd (obl. paca't-), paca'd vara'ſ cloak sewed together from two lengths. Ka. paccavaļa, paccada a stout cotton cloth (24 cubits long and 2 cubits broad), used as a wrapper or cover at night. Kod. paccada white cloth for saris. Tu. paccade shawl. Te. paccadamu bed sheet, cloak. /Skt. pracchada a cover, wrapper, blanket. Pkt. pacchaa- garment, sheet. Cf. entry 241 for vațam, etc. < Skt. pața-.
dbia:dbia237:dbia237-ia	f_cgpui7sygg3ko	f_p4bsqlnihmf5w	loan	entry-from-compared	high	dbia[p. 45, no. 237]	Ka. pañju torch. Tu. pañji, pañju id. Te. panju, panjāyā id. H. panji a sort of torch with five branches for lights (< Pers.).
dbia:dbia238:7655	f_iyjqihxl2iveg	7655	loan	entry-from-compared	high	dbia[p. 45, no. 238]	To. poz ( cloak (only in stories). Ka. pañce, pañjā, pañje a small dötra used for various purposes. Kod. pañce waist-cloth. Te. 46 DRAVIDIAN BORROWINGS FROM INDO-ARYAN pance a man's lower garment. /Mar. pañcā a short dhoti ( Pers.).
dbia:dbia239:7726	f_hpfn74pqrgrlw	7726	loan	entry-from-compared	high	dbia[p. 46, no. 239]	Ta. pațanku standard, large banner. Ma. patannu flag. Te. . padaga id., banner. Skt. patākā-, pațākā- flag, banner. BHS pațākāid. Pa. patākā-, pațāka- id. Pkt. padāga-, padãā- id.
dbia:dbia23:dbia23-ia	f_xtbm5dvd2i4cu	f_m37vg3mdfu7po	loan	entry-from-compared	high	dbia[p. 12, no. 23]	Ma. avakațam, apakațam mischief, danger. Ka. avagada, avagadike obstruction, jeopardy, monstrosity. Tu. avagada calamity, mischief, danger; disorder, confusion. Te. avakațamu Te. avakatamu opposition; avagadamu mischief, mischievous deed, carelessness, danger; bad, undesirable. Skt. avakața- opposite, contrary (so apparently in the lexica; taught in Pāṇini 5.2.30, but without meaning); L. V.R. 1934. 257. Mar. avaghad difficult, difficulty, calamity; avaghadņē to be in straits. Godavarma, p. 14: Skt. apakşta- injury, offence > Pkt. *apakața-. Cf. also 28 Ta. akațiyam.
dbia:dbia240a:7692	f_6sg5kehf2fzhc	7692	loan	entry-from-compared	high	dbia[p. 46, no. 240a]	Ta. pațam cloth for wear, painted or printed cloth, picture, upper garment; pațām cloth. Ma. pațam fine cloth, sheet, chequered cloth, picture. To. padm (obl. padt-) picture, photograph. Ka. pața, pada, padu cloth, chequered cloth, picture. Kod. pața picture. Tu. padambu a rough canvas cloth. Te. pațamu cloth, garment, picture. b Ta. pațțu silk cloth, silk yarn, sackcloth of Indian hemp; pațți cloth, puttee, bandage. Ma. pațțu silk, sackcloth made of hemp. Ko. patrag. To. poțy clothes. Ka. pațțu, pațța cloth, woven silk; patte, pațți silk . Kod. patti silk cloth. Tu. pațțè silk, piece of cloth, tape; pațți strip of cloth. Te. pațța, pațțā sackcloth; pațțamu silk thread; pațțu silk; patte tape. Skt. pața- cloth, garment, painted cloth, picture; pați- a kind of cloth; pațța- cloth, colored or fine cloth, woven silk. Turner, s.v. pāta.
dbia:dbia241:dbia241-ia	f_nu3canwltuxds	f_gazcisonzqhqo	loan	entry-from-compared	high	dbia[p. 46, no. 241]	Ta. pațāy vain pomp, bragging. Ko. bara'y haughtiness; bara'yga'rn haughty man. Ka. baļāyi vain pomp, bragging. Kod. bada'yi pride, self-conceit. Tu. baļāyi, pațāvu, pattanna, pațțanga boasting, bragging. Te. badāyi id., egotism, pride. H. barhāi increase, aggrandizement. Turner, s. vv. barāĩ(Nepali and some other languages have meaning 'boast') and baſāunu.
dbia:dbia242:dbia242-ia	f_z3a3emv6urk76	f_3lc2exycabz2a	loan	entry-from-compared	high	dbia[p. 46, no. 242]	Ta. pați (-pp-, -tt-) to learn, study, read, recite, chant, say, tell, praise; pațippi (-pp-, -tt-) to teach; pațippu learning, study, reading, chanting, instruction. Ma. pațikka to learn, read, teach; pațittam, pațippu learning; pațippikka to teach. education. Ka. pațhisu, pathiyisu to read or repeat aloud, recite, study, express. Kod. paļi- (padip-, padic-) to learn. Tu. padipuni id. Te. pațhincu to read, recite. Kur. paſhnā to read, recite formulas. Malt. parye to read. /Skt. path- to read, study, learn, recite. Pkt. padh- id. H. paſhnā id. Turner, s. v. parnu.
dbia:dbia243:8554	f_sgiclkn3fprh4	8554	loan	entry-from-compared	high	dbia[p. 46, no. 243]	Ta. pațikkam, pațiyakam spittoon, pot for receiving water used for an idol. Ma. pațikkam spittoon. Ka. padiga id. Tu. padlậlya id. Te. paạiga id. /Skt. pratigraha- spittoon. Pkt. padiggaha- id.
dbia:dbia244:13818	f_slkzvr3iach2u	13818	loan	entry-from-compared	high	dbia[p. 46, no. 244]	Ta. pațikkāram, pațuki alum. Ma. pațikkāram, pațikakkāram id. Ka. pațigăra, pataka, patika, patike id. Tu. pațikära id. Te. paţikāramu, patika, pațiki id. /Skt. sphaţikā-, sphaţikārð- alum. Turner, s.v. phaſkiri.
dbia:dbia245:dbia245-ia	f_3hpbobewjqdkc	f_54tqxmlvlzybq	loan	entry-from-compared	high	dbia[p. 46, no. 245]	Ta. pațu clever skillful person, sound intellect. Ma. patu clever, Ko. paryp DICTIONARY 47 a smart. Ko. bat feat, clever deed; batga:rn clever man, winner. To. potxo'rn clever person. Ka. pašu clever, skillful. Tu. pațy id. Te. pațuvu id. /Skt. pațu- clever, skillful, cunning.
