Partition	Family_ID	Entry_IDs	Language_ID	Raw_Language_IDs	Outcome_State	Has_D	Has_R	Has_O	Has_A	Has_B	Attested	Reviewed	Has_Unreviewed_Attested_Member	N_Database_Records	N_Unique_Cited_Form_IDs	Evidence_IDs	Evidence_Forms
primary	deictic-a-i	d1;d410	Pengo	Pengo	R-bearing-no-D	0	1	0	0	0	1	1	0	58	19	f_3i5i22zxeaitg;f_4oyq6fqvb5ozm;f_4yyfwttz37o3c;f_7rx6aqortzzna;f_b2a56ewuqh4c2;f_b7gfqdf7qahbo;f_cjja7cidy5ffq;f_cw52ydwjakut2;f_duohxlfz3wqlw;f_gckb7jxuavlk4;f_gt4n7uwhv5efo;f_lmsoq6g2xk5eq;f_lxijrhc7ir446;f_m7a4ev2y5udoi;f_mlsled4jghcju;f_ocbm5sf5zqe5q;f_qc42ifdgrmgok;f_qmxrwijvz5q72;f_xvfeu7c7wv7ou	abe;adel;adi;ambe;avan;avar;avaŋ;avek;aven;habe;ibe;ibṇi;idel;idi;ivan;ivar;ivaŋ;ivek;iven
primary	deictic-a-i	d1;d410	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	deictic-a-i	d1;d410	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	132	10	f_5lut3xprjzv2k;f_7aqbycskxvlus;f_bdats44uhnsps;f_cjds4uoas7u42;f_d5ah36bal4oxy;f_iltycbeob2uhy;f_mjmogij3j5hew;f_sqlh3gbu5rqpe;f_xtv23srg7wvjw;f_xulrtvek5c7em	atu (before consonant);avai;avar (before consonant);avaḷ (before consonant);avaṉ (before consonant);itu (before consonant);ivai;ivar (before consonant);ivaḷ (before consonant);ivaṉ (before consonant)
primary	deictic-a-i	d1;d410	Telugu	Telugu	mixed	1	1	0	0	0	1	1	0	141	20	f_6rkxecmmut4zw;f_7drpsyobsqaqs;f_f6ac5d3oglgvq;f_int6hq6ch3osy;f_jvyxzgar5pvsy;f_k6c2vgye32lii;f_kz72gmrqq7mfw;f_l4rim6vp7bwiy;f_tjizpv3et7eqg;f_ucqkfriz3mv3s;f_up2msodiyfdwg;f_x2v53tj33jrjo;research:d1-Telugu-paradigm-adi;research:d1-Telugu-paradigm-avi;research:d1-Telugu-paradigm-dāni-;research:d1-Telugu-paradigm-vāṭi-;research:d410-Telugu-paradigm-dīni-;research:d410-Telugu-paradigm-idi;research:d410-Telugu-paradigm-ivi;research:d410-Telugu-paradigm-vīṭi-	adi;atanu;ataḍu;avi;dāni-;dīni-;idi;itanu;ivi;vāru ( vāri-);vā̃ḍu ( vāni-);vāṇḍlu;vāṭi-;vīnḍlu;vīru ( vīri-);vī̃ḍu ( vīni-);vīṭi-;ātanu;ātaḍu;ītanu
primary	deictic-a-i	d1;d410	Toda	Toda	not-reviewed	0	0	0	0	0	1	0	1	105	0		
primary	deictic-a-i	d1;d410	Tulu	Tulu	not-reviewed	0	0	0	0	0	1	0	1	62	0		
primary	deictic-a-i	d1;d410	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	deictic-a-i	d1;d410	markodi	markodi	not-reviewed	0	0	0	0	0	1	0	1	24	0		
primary	d913	d913	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_347gv543gngrk	ēḷe
primary	d913	d913	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Konda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Kota		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Kui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Malayalam		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Malto	Malto	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_nlcaox4insray	éle
primary	d913	d913	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Tamil		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_t6ppphdv3hvd4	ēla
primary	d913	d913	Toda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d913	d913	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_sm2xq5x6dslws	ēṟ
primary	d914	d914	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Konda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Kota		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Kui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Malayalam		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Tamil		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	6	6	f_2lywnilgidjye;f_6uixrgmxgsums;f_d57qlraj7st4m;f_kjoo66zwzgof6;f_lsjp7keds4ivm;f_wuz6ugki6536i	ērcu;ērparincu;ērpaṟacu;ērpu;ēṟincu;ēṟu
primary	d914	d914	Toda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d914	d914	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Gondi	Gondi	R-bearing-no-D	0	1	0	0	0	1	1	0	4	4	f_4e3xizz24gq6e;f_dioe7tmirhkx2;f_x5lhpoqjslxzu;f_yl5ir7bzo2mrw	ēr;ērstānā;ērānā
primary	d915	d915	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Kannada		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Kolami	Kolami	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_vnkxbzuyeteza	ers
primary	d915	d915	Konda	Konda	mixed	1	1	0	1	0	1	1	0	5	5	f_42pka3hyp6ask;f_7677lj4i6rqz2;f_ax4buhcrxwv6s;f_mso7alxtj2yqo;f_qejwl3pq4tt76	eṟlis- (-t-);nēspa- (-t-);ēṟ;ēṟp- (-t-);ṟēs- (-t-)
primary	d915	d915	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Kota		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Kui	Kui	R-bearing-no-D	0	1	0	0	0	1	1	0	3	3	f_kvrv2xjkuti2e;f_pzmgw3yrcufqy;f_s2kp3ag3lookg	ēja (ēji-);ēsp;ēspa (ēst-)
primary	d915	d915	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Kuwi	Kuwi	R-bearing-no-D	0	1	0	0	0	1	1	0	8	8	f_25lmhjgrqsh5c;f_3k332vu3hewm2;f_4sqgocqgmj5ni;f_dthjdxq27epqs;f_f332ytldwfnpc;f_omkwlf6qhguy4;f_u6aupv7mhrdwe;f_wfcq63sm4kamc	erl- (-it-);ēhp;ērs;ērs- (-it-);ērsinai;ērsp;ēṛlali;ēṛsali
primary	d915	d915	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Malayalam	Malayalam	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_4q6yhcslgfpiq	ekaṟuka
primary	d915	d915	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Pengo	Pengo	D-bearing-no-R	1	0	0	0	0	1	1	0	1	1	f_nkbymblsqgif4	jēc
primary	d915	d915	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Tamil		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_c42bn73o7bg66	ēṟu
primary	d915	d915	Toda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d915	d915	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Badaga	Badaga	R-bearing-no-D	0	1	0	1	0	1	1	0	3	3	f_6scgxjaseef7y;f_hdi6d7ays6nte;f_ivjbbjftpapwq	ēgaru;ēru;ēru kattu
primary	d917	d917	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Brahui	Brahui	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_gushcz4puyv6e	arē ( arisk)
primary	d917	d917	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Kannada		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Konda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Kota	Kota	R-bearing-no-D	0	1	0	0	0	1	1	0	5	4	f_4hsf4okozjk7a;f_5cw2brcn7uz5c;f_cj7widi4v7utk;f_u274t2k4gu27s	e·r;tir e·r;tirēr;ēr
primary	d917	d917	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Kui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Malayalam	Malayalam	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_koc6yubr3qs3g;f_p6h3nddiv46pm	ēṟan;ēṟu
primary	d917	d917	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	3	3	f_774mktr6yueo2;f_trc7md67nk7e4;f_yhsdjfu5ha4pe	ēṟu;ēṟṟai;ēṭṭai
primary	d917	d917	Telugu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Toda	Toda	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_a4snjsp4vgnts;f_fg36rhex4ajg6	e·ṟ;ēṟ
primary	d917	d917	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d917	d917	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Brahui	Brahui	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_x7svtkbpk6ywa	ēlō
primary	d919	d919	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Kannada		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Konda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Kota		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Kui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Malayalam		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_dtvv7f7vi6gmw;f_ythridsqv4z6a	ēṉai
primary	d919	d919	Telugu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Toda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d919	d919	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	5	5	f_b3fxye4zdewuq;f_eplqynjgkuy4u;f_eyqsca5dp55fa;f_kpnccpj5nw7kk;f_xfveb57p7ridi	oḍar;oḍarcisu;oḍarcu;oḍaricu;oḍarisu
primary	d944	d944	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Konda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Kota		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Kui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Malayalam		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Tamil		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_xonljylst26m6	oḍamu
primary	d944	d944	Toda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d944	d944	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d946	d946	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d946	d946	Badaga	Badaga	R-bearing-no-D	0	1	0	0	0	1	1	0	10	6	f_dgcmezux4n27q;f_im6cxisx6siru;f_jqvxjo6bt4ezo;f_nx7jsdvar7kb6;f_w25c6r73y63hy;f_zejx5qjkn57n6	hode;iluode;ode;odeda ilu
primary	d946	d946	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d946	d946	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d946	d946	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d946	d946	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d946	d946	Gadaba	Gadaba	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_u5lthtgq477iu	or
primary	d946	d946	Gondi	Gondi	R-bearing-no-D	0	1	0	1	0	1	1	0	20	19	f_2mheadgxnahqs;f_3pam2m3xjnoxc;f_5y573cdccjpp2;f_6y77yosquwugu;f_ccudzufsp436q;f_dbjo7fkrv4446;f_e4khtqcmollvu;f_gj66jfa2gjanm;f_h5hwhznnjwk7e;f_ic3btus7w5a3o;f_jwx6bw23e2p5w;f_kfinkt5dusk42;f_m53hrsxfq5jbg;f_m6vvzyi76nysg;f_mocf22vvkxk5u;f_nprcf27vkesm4;f_pgviull563yik;f_pwb2amox55v54;f_yuj4ynrfvb6yc	ohtānā;orih;orsahtānā;oruŋ;ureht;urih;uris;uruht;urung;urut;urŋg;vōhtānā;vōṛānā;ōh;ōr
primary	d946	d946	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d946	d946	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d946	d946	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	10	10	f_a7whzsnk3ccmm;f_ar6fxppvwycee;f_b2nq432nxazm6;f_ccai5kxzv3kke;f_cyj2njeeos7k4;f_frmo7unko7xxo;f_fuolmijxtlqu4;f_shivpfaayggji;f_sy4kov6jwpxq2;f_zspg7ek33ak4s	oḍaka;oḍaku;oḍe;oḍi;oḍisu;oṭṭe;uḍi;uḍisu;ōṭe
