ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status	Research_Group	DEDR_ID	Accepted_Root_ID	Immediate_Parent_ID	Immediate_Kind	Borrowed_In_Path	Clade	Is_Dravidian	Candidate_Flags	Database_Language_ID	Research_Correction	Record_Origin	Linked_Database_IDs	Annotation_Entry_ID	Annotation_Family_ID	Individually_Cited_Evidence	Observed_Token_Outcome	Language_Review_Status
f_pn222ytdqcfqa	Gadaba	iled	grown-up girl, woman			iled	0:			dedr				d513	d513	d513	d513	reflex	0	C. Dravidian	1	short-vowel-apical	Gadaba		database	f_pn222ytdqcfqa	d513	d513	1	R	R
f_pq5dukxgtm6k6	Tulu	lattɯ	young, tender, unripe, green, imperfect			lattů	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	nonapical-control	Tulu		database	f_pq5dukxgtm6k6	d513	d513	1	A	A
f_px5k3t4ubepke	Kuwi	ṛaˀ a	young unmarried girl			ṛaˀ a	0:	Isr.		dedr;Isr-Kuwi				d513	d513	d513	d513	reflex	0	S. Dravidian II	1		Kuwi		database	f_px5k3t4ubepke	d513	d513	1	A	A
f_q3ju4fimnq77c	Gondi	leyor	young			leyor	0:	L.	m dialect:Gondi:maria:Maria	dedr;L-Gondi				d513	d513	d513	d513	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_q3ju4fimnq77c	d513	d513	1	D	D
f_qhvksitcdkqgc	Tamil	iḷa	young, tender			iḷa	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_qhvksitcdkqgc	d513	d513	1	R	R
f_qobcpzvhdtsya	Gondi	leyonḍ ( leyor)	young man			leyonḍ ( leyor)	0:	Ko.	pl dialect:Gondi:koya:Koya	dedr				d513	d513	d513	d513	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_qobcpzvhdtsya	d513	d513	0	not-individually-adjudicated	D
f_qrrxczftapoja	PDr	*eḷ-V-	young, tender			*eḷ-V-				merriam2026dravidiandb[record 6065, DEDR 513];krishnamurti	Upstream reconstruction attribution: Krishnamurti, 2003.			d513	d513	d513	d513	variant	0	Old Dravidian	1	short-vowel-apical;postapical-cluster	PDr		database	f_qrrxczftapoja	d513	d513	0	not-individually-adjudicated	not-reviewed
f_qz5aun3vxctho	Tulu	ellyāye	a youth, junior, minor			ellyāye	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical;geminate-apical-control;postapical-cluster	Tulu		database	f_qz5aun3vxctho	d513	d513	0	not-individually-adjudicated	A
f_rfcm7e2rlnyiw	Gondi	leyoṛ	young man			leyor̥	0:	Ma.	dialect:Gondi:maria:Maria	dedr				d513	d513	d513	d513	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_rfcm7e2rlnyiw	d513	d513	0	not-individually-adjudicated	D
f_rkcyvzxdzws3u	Gondi	layor	young			layor	0:	M.	dialect:Gondi:maria:Maria	dedr;M-Gondi				d513	d513	d513	d513	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_rkcyvzxdzws3u	d513	d513	1	D	D
f_sjexsjksaokeg	Gadaba	ilenḍ ( iler)	bridegroom			ilenḍ ( iler)	0:		pl	dedr				d513	d513	d513	d513	reflex	0	C. Dravidian	1	short-vowel-apical	Gadaba		database	f_sjexsjksaokeg	d513	d513	1	R	R
f_td5tw434rhrw4	Telugu	nelãtuka	woman			nelãtuka	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Telugu		database	f_td5tw434rhrw4	d513	d513	1	A	M
f_tozrtmh3evajs	Tamil	iḷantai	youth, tender years			iḷantai	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_tozrtmh3evajs	d513	d513	0	not-individually-adjudicated	R
f_tpzjp4lc64hq2	Brahui	īlum	brother			īlum	0:			dedr				d513	d513	d513	d513	reflex	0	Brahui	1	long-vowel-apical-control	Brahui		database	f_tpzjp4lc64hq2	d513	d513	1	R	R
f_tthkyznga3ouu	Telugu	lē̃ka	servant			lē̃ka	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian II	1		Telugu		database	f_tthkyznga3ouu	d513	d513	1	D	M
f_tzc436vfkqogm	Gondi	ḍiyyōr	young man			ḍiyyōr	0:	ASu.	dialect:Gondi:adil:Adilabad	dedr				d513	d513	d513	d513	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_tzc436vfkqogm	d513	d513	1	D	D
f_u4hgt3tqsx7ds	Malayalam	iḷama	youth, tender age, junior rāja			iḷama	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_u4hgt3tqsx7ds	d513	d513	1	R	R
f_uyeh25chpo6f4	Tamil	iḷamai	childhood, youth, tenderness, immaturity of knowledge and intellect, amorousness			iḷamai	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_uyeh25chpo6f4	d513	d513	0	not-individually-adjudicated	R
f_uzc5nxjxataf6	Tamil	iḷaicci	younger sister			iḷaicci	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_uzc5nxjxataf6	d513	d513	0	not-individually-adjudicated	R
f_vcvuykvu23v4s	Toda	eḷ	young			eḷ			adj	bhaskararao-toda2025[p. 13, entry 16]	Bhaskararao and Kobayashi cite DEDR 513			d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Toda		database	f_vcvuykvu23v4s	d513	d513	1	R	R
f_vdcnk6csto2ic	Gondi	raiyor ( -k)	boy			raiyor ( -k)	0:	Ph. ChD.	pl dialect:Gondi:mandla:Mandla	dedr;Ph-Gondi				d513	d513	d513	d513	reflex	0	S. Dravidian II	1		Gondi		database	f_vdcnk6csto2ic	d513	d513	0	not-individually-adjudicated	D
f_vfhmtesu22rzc	Telugu	lē̃	young, tender, light, delicate, soft			lē̃-	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian II	1		Telugu		database	f_vfhmtesu22rzc	d513	d513	1	D	M
f_w2n33fbygkrww	Kodagu	əḷeə	youth			ëḷeë	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1		Kodagu		database	f_w2n33fbygkrww	d513	d513	1	R	R
f_w4njmpl4qkzzu	Kurux	lidum	soft			lidum	0:			dedr				d513	d513	d513	d513	reflex	0	N. Dravidian	1	nonapical-control	Kurux		database	f_w4njmpl4qkzzu	d513	d513	1	A	A
f_wceqyzpb27kq2	PDr	*lenk				*lenk-	0:	PSD2		southworth2005m				d513	d513	d513	d513	variant	0	Old Dravidian	1	short-vowel-apical;postapical-cluster	PDr		database	f_wceqyzpb27kq2	d513	d513	0	not-individually-adjudicated	not-reviewed
f_wici5poy4zz5i	Toda	eḷ	young; tipcat (the small stick hit in the game)			eḷ	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Toda		database	f_wici5poy4zz5i	d513	d513	1	R	R
f_wv3fs6rbkubcq	Tulu	eḷatɯ	tender, green, not fully grown			eḷatů	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Tulu		database	f_wv3fs6rbkubcq	d513	d513	1	R	A
f_wzfamlgyqm45q	Tamil	iḷai	youth, tender age			iḷai	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_wzfamlgyqm45q	d513	d513	1	R	R
f_xanpmdfasmauw	Telugu	lēma	a woman; tender			lēma	0:			dedr;burrow-emeneau1972den1[p. 400, entry 436]	DEN I (1972) records this reflex under old main 436; resolved to current DEDR d513.			d513	d513	d513	d513	reflex	0	S. Dravidian II	1		Telugu		database	f_xanpmdfasmauw	d513	d513	1	D	M
f_xlxo25l6qemqy	Tamil	iḷaiyōṉ	younger brother			iḷaiyōṉ	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_xlxo25l6qemqy	d513	d513	0	not-individually-adjudicated	R
f_ycgokj6tfnsvq	Gondi	leya ( -sk)	young man			leya ( -sk)	0:		f pl	dedr				d513	d513	d513	d513	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_ycgokj6tfnsvq	d513	d513	0	not-individually-adjudicated	D
f_ykrwxz4m6gqzq	Kui	lāa	grown-up girl, young woman			lāa	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian II	1		Kui		database	f_ykrwxz4m6gqzq	d513	d513	1	A	A
f_yukt2ixlwlxqy	Telugu	eḍanīru	tender coconut water, a tender coconut			eḍanīru	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian II	1	short-vowel-apical	Telugu		database	f_yukt2ixlwlxqy	d513	d513	1	R	M
f_z3v2ghe3dalgo	Brahui	īṛ	sister. (For Kuilāvenju, lāa,Kuwiṛaˀ a, etc., see Krishnamurti 1980.)			īṛ	0:			dedr				d513	d513	d513	d513	reflex	0	Brahui	1	long-vowel-apical-control	Brahui		database	f_z3v2ghe3dalgo	d513	d513	1	R	R
f_z7tunntyiadpm	Tamil	iḷaval	younger brother, lad, son			iḷaval	0:			dedr				d513	d513	d513	d513	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_z7tunntyiadpm	d513	d513	0	not-individually-adjudicated	R
f_zjk4o27l2pyyq	Kolami	le·ŋga	calf			le·ŋga	0:			dedr				d513	d513	d513	d513	reflex	0	C. Dravidian	1		Kolami		database	f_zjk4o27l2pyyq	d513	d513	1	B	B
f_zkysyc4fpwr4w	PDr	*iḷak				*iḷa(ṅ)(k)-	0:			southworth2005m				d513	d513	d513	f_56yb7x5ebz5nm	variant	0	Old Dravidian	1	short-vowel-apical	PDr		database	f_zkysyc4fpwr4w	d513	d513	0	not-individually-adjudicated	not-reviewed
d516	PDr	*yĀn-ay								dedr[entry 516, DED(S, N) 439];merriam2026dravidiandb[record 6489, DEDR 516];krishnamurti			entry	d516	d516	d516			0	Old Dravidian	1	long-vowel-apical-control	PDr		database	d516	d516	d516	0	not-individually-adjudicated	not-reviewed
f_2ev7zelqpwhym	OTelugu	ṟēvu	landing place, port, harbour, ford			ṟēvu	0:	inscr. 10th cent., in place names		dedr;Inscr1-Telugu				d516	d516	d516	d516	reflex	0	S. Dravidian II	1		OTelugu		database	f_2ev7zelqpwhym	d516	d516	1	D	D
f_2ipjh74gra5yi	Tulu	jappuni	to descend, alight			jappuni	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	nonapical-control	Tulu		database	f_2ipjh74gra5yi	d516	d516	1	A	A
f_2p6ynn6prosa6	Kannada	eṟagisu	to cause to bow, etc			eṟagisu	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Kannada		database	f_2p6ynn6prosa6	d516	d516	0	not-individually-adjudicated	R
f_32ancgz7hoxyi	Kota	erg- (ergy-)	to go down, (food) is swallowed			erg- (ergy-)	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_32ancgz7hoxyi	d516	d516	1	R	R
f_3gy3ek57zntfc	Tamil	iṟakku	to lower, let down, put down (load), unload; unburdening, discharging			iṟakku (iṟakki-)	0:	(iṟakki-)	noun verb Tamil-class-3 weak	dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_3gy3ek57zntfc	d516	d516	1	R	R
f_3hqiwc3rk6rrc	Kota	ergy-	“to go down, (food) is swallowed”; (liquid) is swallowed I:62; for god to possess someone cōym ērygko I: 79-80			ergy-			variant	wolf-kota[p. 10, entry 9]	Variant or conjugational stem of erg-			d516	d516	d516	f_nsntwyohscpss	variant	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_3hqiwc3rk6rrc	d516	d516	0	not-individually-adjudicated	R
f_4fffrhsrtjxmc	Pengo	jū- (-t-)	to descend			jū- (-t-)	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian II	1		Pengo		database	f_4fffrhsrtjxmc	d516	d516	1	A	A
f_4fno54rod6f5g	Tulu	ija	to climb down			ija	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	nonapical-control	Tulu		database	f_4fno54rod6f5g	d516	d516	1	R	A
f_4s6zbpsfz2nde	Toda	muḏy iṟk- (iṟky-)	to shave (beard and hair) in payment of vow (lit. to make the hair descend; &lt; Ta.; cf. 4921)			muḏy iṟk- (iṟky-)	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1		Toda		database	f_4s6zbpsfz2nde	d516	d516	0	not-individually-adjudicated	R
f_4wb2l3pwrgl4m	Tulu	ekkuni	to ebb, decline			ekkuni	0:		verb	dedr;burrow-emeneau1972den1[p. 400, entry 439]	DEN I (1972) records this reflex under old main 439; resolved to current DEDR d516.			d516	d516	d516	d516	reflex	0	S. Dravidian I	1	nonapical-control	Tulu		database	f_4wb2l3pwrgl4m	d516	d516	1	O	A
f_5n477z4qooxfw	Tulu	jāpuni	to be unloaded			jāpuni	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1		Tulu		database	f_5n477z4qooxfw	d516	d516	1	A	A
f_5qbomrsowssha	Gondi	ray	etc. to descend			ray-	0:	A.	dialect:Gondi:adil:Adilabad	dedr;A-Gondi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_5qbomrsowssha	d516	d516	1	D	D
f_ait62numfmh4m	Kodagu	əraŋg- (əraŋgi-)	(food, liquid) slips down throat, goes down slowly			ëraŋg- (ëraŋgi-)	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1		Kodagu		database	f_ait62numfmh4m	d516	d516	1	R	R
f_aq7chbwltcuhq	Konda	ṟes- (-t-)	to go down, set (as sun), dismount, descend			ṟes- (-t-)	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Konda		database	f_aq7chbwltcuhq	d516	d516	1	D	D
f_b4ft7zxgk5yje	Gondi	reyānā	etc. to descend			reyānā	0:	SR.	dialect:Gondi:adil:Adilabad	dedr;SR-Gondi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_b4ft7zxgk5yje	d516	d516	1	D	D
f_b5jlrwxdtnvlu	Kota	erk-	“to put down (load), reduce (a fine), (priest) unties (front hair knot)”			erk-				wolf-kota[p. 10, entry 11]	Conjugational stem(s): erky-; Wolf's direct reference to DEDR 516			d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_b5jlrwxdtnvlu	d516	d516	0	not-individually-adjudicated	R
f_b7rwskomvz2ya	Tulu	jappelɯ	descent, slope, ebb			jappelů	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	nonapical-control	Tulu		database	f_b7rwskomvz2ya	d516	d516	0	not-individually-adjudicated	A
f_bs5atusbw474c	Kodagu	ərak- (əraki-)	to let slip down throat slowly			ërak- (ëraki-)	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1		Kodagu		database	f_bs5atusbw474c	d516	d516	1	R	R
f_ccnblmod4vmio	Gondi	ragstānā	etc. to cause to descend, (F-H.) distil (<i>Voc.</i> 3049)			ragstānā	0:	Tr.	caus dialect:Gondi:betul:Betul	dedr;Tr-Gondi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_ccnblmod4vmio	d516	d516	1	D	D
f_cobmjek726knc	Toda	eṟk	down, the east			eṟk	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Toda		database	f_cobmjek726knc	d516	d516	1	R	R
f_czl7sk7ihiua6	Gondi	raiyātānā	etc. to descend			raiyātānā	0:	SR.	dialect:Gondi:adil:Adilabad	dedr;SR-Gondi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1		Gondi		database	f_czl7sk7ihiua6	d516	d516	0	not-individually-adjudicated	D
f_d2onoyijq53v2	Tamil	iṟaŋkal	place of descent, of debarkation			iṟaṅkal	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_d2onoyijq53v2	d516	d516	0	not-individually-adjudicated	R
f_dhyg276z23w74	Tulu	japuḍuni	to let down, lower			japuḍuni	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	nonapical-control	Tulu		database	f_dhyg276z23w74	d516	d516	1	A	A
f_e2c7mzz3iwwws	Badaga	eragu	to recede, fade away, descend, get down, go down			eragu			verb intr uncertain	hockings-pilotraichoor1992[p. 86, col. 1]	Hockings and Pilot-Raichoor cite DEDR 516			d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Badaga		database	f_e2c7mzz3iwwws	d516	d516	1	R	R
f_e5od7okyckgem	Telugu	eṟãgu	to descend, bow or make obeisance, prostrate oneself			eṟãgu	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Telugu		database	f_e5od7okyckgem	d516	d516	1	R	M
f_etd4hza7e4cgc	Kuwi	recali	to descend			recali	0:	F.		dedr;F-Kuwi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Kuwi		database	f_etd4hza7e4cgc	d516	d516	1	D	D
f_eyddwqoelnepo	Gondi	ray	etc. to descend			ray-	0:	SR.	dialect:Gondi:adil:Adilabad	dedr;SR-Gondi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_eyddwqoelnepo	d516	d516	1	D	D
f_f3yi6uslztpf2	Konda	ṟe- (-t-)	to descend			ṟe- (-t-)	0:	BB		dedr;BB-Konda				d516	d516	d516	d516	reflex	0	S. Dravidian II	1		Konda		database	f_f3yi6uslztpf2	d516	d516	1	D	D
f_fxuhdo2mcjpeo	Tamil	iṟaŋku	to descend, alight, fall (as rain), disembark, settle into place, halt, abate (as poison, small-pox, etc., which are supposed to pass away from the head downward), bow respectfully, fall from a high state			iṟaṅku (iṟaṅki-)	0:	(iṟaŋki-)	verb Tamil-class-3 weak	dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_fxuhdo2mcjpeo	d516	d516	1	R	R
f_gfyuvphbg4z6u	Kota	erg	down			erg	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_gfyuvphbg4z6u	d516	d516	1	R	R
f_gowqk66bwwhsa	Kota	erk- (erky-)	to put down (load), reduce (a fine), (priest) unties (front hair knot)			erk- (erky-)	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_gowqk66bwwhsa	d516	d516	1	R	R
f_h4jb6fknyjtqy	Tulu	jāpini	to be unloaded			jāpini	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1		Tulu		database	f_h4jb6fknyjtqy	d516	d516	1	A	A
f_hkv2tbtwcyxjm	PSTDr	*ed_e-	to descend; to descend, bow or make obeisance, prostrate oneself; to go down, set (as sun), dismount, descend			ed_e-				merriam2026dravidiandb[record 542, DEDR 516];starostin2006dravidian	Upstream reconstruction attribution: Starostin, 2006–2013.			d516	d516	d516	d516	reflex	0	Old Dravidian	1	nonapical-control	PSTDr		database	f_hkv2tbtwcyxjm	d516	d516	0	not-individually-adjudicated	not-reviewed
f_hrp23po7zwkcy	Tamil	iṟai	to bow before (as in salutation), worship			iṟai (-v-, -nt-)	0:	(-v-, -nt-)	verb Tamil-class-2 weak	dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_hrp23po7zwkcy	d516	d516	1	R	R
f_hzxumv3pdwsyk	Kuwi	repʰali	to put down			rephali	0:	F.		dedr;F-Kuwi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Kuwi		database	f_hzxumv3pdwsyk	d516	d516	1	D	D
f_il3e7gp6t6lr6	Kota	erg-	“to go down, (food) is swallowed”; (liquid) is swallowed I:62; for god to possess someone cōym ērygko I: 79-80			erg-				wolf-kota[p. 45, entry 10]	Conjugational stem(s): ergy-; Wolf's direct reference to DEDR 516			d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_il3e7gp6t6lr6	d516	d516	0	not-individually-adjudicated	R
f_ipactitow3wka	Malayalam	iṟaŋŋuka	to descend, go down, disembark, be swallowed			iṟaṅṅuka	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_ipactitow3wka	d516	d516	1	R	R
f_ixrwdf6hfsaua	Badaga	eraku	to put (obj.) down, place			eraku			verb tr uncertain	hockings-pilotraichoor1992[p. 86, col. 1]	Hockings and Pilot-Raichoor cite DEDR 516			d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Badaga		database	f_ixrwdf6hfsaua	d516	d516	1	R	R
f_j4lrewvddp6ts	Gondi	raggānā	etc. to descend			raggānā	0:	SR.	dialect:Gondi:adil:Adilabad	dedr;SR-Gondi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_j4lrewvddp6ts	d516	d516	1	D	D
f_jplwfmx5tfoy2	Toda	iṟky-	to swallow			iṟky-			verb tr variant	bhaskararao-toda2025[p. 24, entry 20];emeneau-toda1984[p. 120];bhaskararao-toda-notes[p. 20]	Printed S2 or alternate stem of iṟk-			d516	d516	d516	f_xqzlvwozvgch2	variant	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Toda		database	f_jplwfmx5tfoy2	d516	d516	0	not-individually-adjudicated	R
f_jwk33nkz5spkk	Kuwi	jespi	slope			jespi	0:	S.		dedr;S-Kuwi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Kuwi		database	f_jwk33nkz5spkk	d516	d516	1	D	D
f_kbiazgkngzitq	Gondi	raittānā	etc. to descend			raittānā	0:	SR.	dialect:Gondi:adil:Adilabad	dedr;SR-Gondi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1		Gondi		database	f_kbiazgkngzitq	d516	d516	0	not-individually-adjudicated	D
f_lafk74tfux6qg	Koraga	jāvu	to descend			jāvu	0:	O. T.	dialect:Koraga:tappu:Tappu	dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1		Koraga		database	f_lafk74tfux6qg	d516	d516	1	A	A
f_lmlc72ltfnjtu	Malayalam	iṟayuka	to bow, salute			iṟayuka	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_lmlc72ltfnjtu	d516	d516	1	R	R
f_mcyujwsdudeb6	Tulu	eraguni	to bow, fall upon, seize, alight			eraguni	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Tulu		database	f_mcyujwsdudeb6	d516	d516	1	R	A
f_mieupngkb3vrk	Kota	erky-	“to put down (load), reduce (a fine), (priest) unties (front hair knot)”			erky-			variant	wolf-kota[p. 10, entry 11]	Variant or conjugational stem of erk-			d516	d516	d516	f_b5jlrwxdtnvlu	variant	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_mieupngkb3vrk	d516	d516	0	not-individually-adjudicated	R
f_ngj3qqy5v6bgw	Malayalam	iṟakkuka	to put down, unlade, expel, swallow			iṟakkuka	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_ngj3qqy5v6bgw	d516	d516	1	R	R
f_npsxnif27o6wg	Irula	ṟa·ŋgu̇	to descend			ṟa·ṅgu̇	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1		Irula		database	f_npsxnif27o6wg	d516	d516	1	A	A
f_nsntwyohscpss	Kota	erg-	“to go down, (food) is swallowed”; (liquid) is swallowed I:62; for god to possess someone cōym ērygko I: 79-80			erg-				wolf-kota[p. 10, entry 9]	Conjugational stem(s): ergy-; Wolf's direct reference to DEDR 516			d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_nsntwyohscpss	d516	d516	0	not-individually-adjudicated	R
f_pat6d77dnl5im	Malayalam	iṟakkam	descending, slope, abatement, ebb			iṟakkam	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_pat6d77dnl5im	d516	d516	0	not-individually-adjudicated	R
f_qadsooupii5p6	Tamil	iṟaiñcu	id., fall down, hang low (as a cluster of coconuts), bow, bend			iṟaiñcu (iṟaiñci-)	0:	(iṟaiñci-)	verb Tamil-class-3 weak	dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_qadsooupii5p6	d516	d516	1	R	R
f_qzah24ybrabts	Tulu	jāpelɯ	putting down, as a load. <i>			jāpelů	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1		Tulu		database	f_qzah24ybrabts	d516	d516	0	not-individually-adjudicated	A
f_rd66nn7ofj4hw	Gondi	rey	etc. to descend			rey-	0:	A.	dialect:Gondi:adil:Adilabad	dedr;A-Gondi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_rd66nn7ofj4hw	d516	d516	1	D	D
f_req4ucyl5llza	Tulu	jāpāvuni	to put down a load			jāpāvuni	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1		Tulu		database	f_req4ucyl5llza	d516	d516	0	not-individually-adjudicated	A
f_rlz2kdroulu7q	Kannada	eṟaguha	bowing, coming down, perching, etc			eṟaguha	0:			dedr				d516	d516	d516	d516	reflex	0	S. Dravidian I	1	short-vowel-apical	Kannada		database	f_rlz2kdroulu7q	d516	d516	0	not-individually-adjudicated	R
f_rsss2d4yk7him	Gondi	rehtānā	etc. to cause to descend, (F-H.) distil (<i>Voc.</i> 3049)			rehtānā	0:	Tr.	caus dialect:Gondi:betul:Betul	dedr;Tr-Gondi				d516	d516	d516	d516	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_rsss2d4yk7him	d516	d516	1	D	D
