Group_ID	Display_Form	Display_Gloss	Head_Strategy	N_Records	N_Attested	N_Telugu_Records	Languages	Reconstructions	Reconstruction_IDs	Reconstructed_Input_Flags	Comparative_Input_Flags	Telugu_Forms	Status
f_6gc3jewg6i4xw	ti	fire		1	1	0	MalaPulaya						unlinked
f_6gc3p7xipaqqi	moḍam	cloud		1	1	0	Mannan				short-vowel-apical		unlinked
f_6gco527sl3pnc	nikuḷu nōtary	You beat		1	1	0	Tulu				nonapical-control		unlinked
f_6gdufnf7t6bvc	uru ḷe kaŋgɨ	potato		1	1	0	Muduga				short-vowel-apical		unlinked
f_6gerxulygy2bi	puna	new		1	1	0	Kurux				short-vowel-apical		unlinked
f_6getke5mukwc6	lāī	Who?		1	1	0	Gadaba						unlinked
f_6gex5rc3tn7bc	sāyaveḍā	don't die, he died		1	1	0	AluKurumba						unlinked
f_6gezez6fp2nqy	śaś	Six		1	1	0	Brahui				nonapical-control		unlinked
f_6gfi6mrwr53ao	nōt	seedling		1	1	0	Toda						unlinked
f_6gfknsah4gpne	ridresa	n. local network		1	1	0	Brahui				nonapical-control		unlinked
f_6gfsmra42xmzo	appa	father		1	1	0	Kannada				nonapical-control		unlinked
f_6gg6srjtplttm	rakāt	n. unit		1	1	0	Brahui				nonapical-control		unlinked
f_6gijnhnv7cxwg	Nambolu	1. title of Udura:ya after he was driven out of the Nilgiri Hills early in the 17th Cent. by Ummattu:r Arasu and took up residence in Nambala:ko:du; 2. another name for this place		1	1	0	Badaga				nonapical-control		unlinked
f_6gjn6rwrcvk74	kopa	n. shoulder		1	1	0	Brahui				nonapical-control		unlinked
f_6gjotepokeka6	noṣṭt-	obl. of noṣṭm ‘loss’		1	1	0	Toda				nonapical-control		unlinked
f_6gjovv7wry2tc	bīke	flute, pipe, oboe, mukavina		2	2	0	Badaga						unlinked
f_6gk3avm3sgv3k	ore ːmātiri	same		1	1	0	Kadar				short-vowel-apical		unlinked
f_6gkettry7fw7u	ampoḷai	man		1	1	0	Eravallan				nonapical-control		unlinked
f_6gkzo6x3fwqks	pōpery	They go		1	1	0	Toda						unlinked
f_6glqjamdhyhws	nimma	you (singular, informal)		1	1	0	Gondi				nonapical-control		unlinked
f_6gm3mrxgugnei	kenanu	same as the preceding dictionary entry		1	1	0	Badaga				short-vowel-apical		unlinked
f_6gn46rd64uypa	pir	rain		1	1	0	Gondi				short-vowel-apical		unlinked
f_6gnqxsyyjizxw	nurɨ	one hundred		1	1	0	Irula				short-vowel-apical		unlinked
f_6gnsqx6237jyc	avan āyĭ	He was		1	1	0	Malayalam				nonapical-control		unlinked
f_6gothjpmhqqva	kūh	n. well		1	1	0	Brahui						unlinked
f_6gqdaru6m3ptc	tinnɨ	eat, he ate		1	1	0	Muduga				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6gqqzdnxmhdvo	kuṭṭige	neck		1	1	0	Kannada				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6gui4fejwqg64	ond	one		1	1	0	Kurux				postapical-cluster;short-vowel-apical		unlinked
f_6guojvnzpkwym	lōn	house		1	1	0	Gondi				long-vowel-apical-control		unlinked
f_6gutyl45dtp4s	nāḷaŋge	tongue		1	1	0	Irula				long-vowel-apical-control		unlinked
f_6gwe5dkama6tm	hurəsimatol	see		1	1	0	Gondi				short-vowel-apical		unlinked
f_6gxqxdzlv3kgu	mut	(1) (with tüṯ) all around; a mut ‘the other side’		1	1	0	Toda				nonapical-control		unlinked
f_6gz7haubxez2i	civil	broom		1	1	0	Mannan				nonapical-control		unlinked
f_6h27c6j5xzank	māsṭar	n. teacher		1	1	0	Brahui						unlinked
f_6h2gt26iektce	eppa	when?		1	1	0	Irula				nonapical-control		unlinked
f_6h3d64wygmkmi	ɸul	fruit		1	1	0	Gondi				short-vowel-apical		unlinked
f_6h3ste4dveypm	toŋgi	pestle		1	1	0	Gondi						unlinked
f_6h46qy5p4vzv4	baḍi	mother’s older sister		1	1	0	Kurux				short-vowel-apical		unlinked
f_6h5odnaof2yg6	malok	a. open		1	1	0	Brahui				short-vowel-apical		unlinked
f_6h5soohlvmxus	to ːlɨ	skin		1	1	0	Irula						unlinked
f_6h7mofj7zl4r4	he	to tie		1	1	0	Kurux						unlinked
f_6h7toshrrfodg	kaθɨḷkṣ	name of a tree		1	1	0	Toda						unlinked
f_6h7zldulbwbka	magg	n. mug		1	1	0	Brahui				nonapical-control		unlinked
f_6ha3jy5jhlx56	aɫ̣	the deposit after the clarification of butter used as food		1	1	0	Toda						unlinked
f_6haa6jldzyyqc	ʌcha	whole		1	1	0	Gondi						unlinked
f_6hanadma33zw2	māl	n. grocery; property; sheep		1	1	0	Brahui				long-vowel-apical-control		unlinked
f_6hb4pcolqirs2	aṭ	eight		1	1	0	Kurux				short-vowel-apical		unlinked
f_6hcf7j555d2cw	saṇṇe mogne	the lean and the lame, something wishy-washy		1	1	0	Badaga				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6hclgg5iasscs	Vimala	1. name of a woman in Indra lo:ka, god Indra’s heaven; 2. female name		1	1	0	Badaga				nonapical-control		unlinked
f_6hcqtykutqwoi	kombɨ	horns		1	1	0	Muthuvan				nonapical-control		unlinked
f_6hdrfqdoly7zk	kiṭṭa	Near		1	1	0	Irula				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6hdy2h3yycflk	ma	rain		1	1	0	Irula						unlinked
f_6he4ym5bneodg	katūva	it is burninɡ		1	1	0	Kudiya				nonapical-control		unlinked
f_6heoxtcejygrk	kuṭ-gōl	lame leg		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_6hf3lzeywcuz6	ukˑa	star		1	1	0	Gondi				nonapical-control		unlinked
f_6hfamz22tm6xe	bugi	dust		1	1	0	Gadaba				nonapical-control		unlinked
f_6hgp27f7taxfg	ēllā	House		1	1	0	Kolami				long-vowel-apical-control		unlinked
f_6hh225jrcupyu	sopy-	S of sop- 2		1	1	0	Toda				nonapical-control		unlinked
f_6hhe2cvw2usd2	ʌd	she		1	1	0	Gondi						unlinked
f_6hhwazt32jzvy	kuḍiddɨdiyā	drink, he drank		1	1	0	AluKurumba				short-vowel-apical		unlinked
f_6hko3jkoecq5s	caŋglo	good		1	1	0	Gondi						unlinked
f_6hlsur53tdlka	agṛī	n. patch		1	1	0	Brahui				nonapical-control		unlinked
f_6hlwq3ru7c2ny	potta kai	palm		1	1	0	Muthuvan				nonapical-control		unlinked
f_6hmj4kpllkp3w	dʰuli	dust		1	1	0	Kurux						unlinked
f_6hndfsmpktzus				5	4	1	Kannada;Malayalam;Tamil;Telugu				short-vowel-apical	rānuva	entry
f_6hp4o6bnqcc4k	asxaṟtpimi	one kind of ceremony		1	1	0	Toda				nonapical-control		unlinked
f_6hpgveujzlx3a	nīrə	water		1	1	0	Kudiya				long-vowel-apical-control		unlinked
f_6hqd3lsrjr5l2	urumbɨ	ant		1	1	0	Mannan				short-vowel-apical		unlinked
f_6hqmuuz7hf6rq	huṭttidava	same as the preceding dictionary entry		3	3	0	Badaga				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6hsnd2focxur4	āsaga	thus much, to that extent		1	1	0	Badaga						unlinked
f_6hteidvfyzsng	nalla	good		1	1	0	Irula				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6hu746ylkbev4	peru	name		1	1	0	Irula				short-vowel-apical		unlinked
f_6huegikuaz6eq	cañjuθ	Deer		1	1	0	Malto						unlinked
f_6hv5s7ro22ceq	ammɨnɨ	sister, younger		1	1	0	Kannada				nonapical-control		unlinked
f_6hv6kwn4s52h4	elumbɨ	bone		1	1	0	Kurumba				short-vowel-apical		unlinked
f_6hvdvhim4kk4k	narkeliŋ	morning		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_6hvh4ogzsub52	tes̱oṭ-	S ofteso̱ṛ-		1	1	0	Toda				nonapical-control		unlinked
f_6hwbxu6ul7mm6	dēvadāsi	courtesan, dancing girl, temple prostitute, nautch girl (not found on the Nilgiri Hills) DBIA 218		1	1	0	Badaga						unlinked
f_6hwmu7t7mp3fu	kūlar	n. cooler		1	1	0	Brahui				long-vowel-apical-control		unlinked
f_6hx3ap6jfjlrm	tamu	younger brother		1	1	0	Gondi				nonapical-control		unlinked
f_6hxfwjyyvht6y	poro	above		1	1	0	Gondi				short-vowel-apical		unlinked
f_6hzhsbf5nxjhe	billa	girls’ game in which they hop and leap over lines drawn with clay (also called bingo:tu)		1	1	0	Badaga				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6hzqj2qots2c2	pir	rain		1	1	0	Gondi				short-vowel-apical		unlinked
f_6hztqrajamjvy	pupoz̡	name of a buffalo		1	1	0	Toda				nonapical-control		unlinked
f_6i22aodk2cljk	konot-	obl. of konof ‘dream’		1	1	0	Toda				short-vowel-apical		unlinked
f_6i2ihtfhg62bu	todˑi	mouth		1	1	0	Gondi				nonapical-control		unlinked
f_6i3whxtmnt2os	hura	see		1	1	0	Gondi				short-vowel-apical		unlinked
f_6i5d6niyswc2a	kuṛx	sound of swallowing, one act of swallowing, kuṛx-ïḏs uḍči ‘He drank it in one gulp.’		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_6i5e4gae2op3o	kasta	hot		1	1	0	Gondi				nonapical-control		unlinked
f_6i5oouwjkys7k	ṭoḷu	shoulder		1	1	0	Kannada				short-vowel-apical		unlinked
f_6i7dmknvp7an2	ōɫsōfeṛ	one thousand man		1	1	0	Toda						unlinked
f_6i7w6bhiqdjdc	Havvāḷu	Eve, consortof Adam		2	2	0	Badaga				nonapical-control		unlinked
f_6iabgqgnotgwi	vennerɜ	Ash		1	1	0	markodi				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6iaezpairsw46	pɨnmalfūf	name of person		1	1	0	Toda						unlinked
f_6iak7h65zzz6i	nāñu	tongue		1	1	0	Gadaba						unlinked
f_6idmvskt327wo	nīru	ash		1	1	0	Gondi				long-vowel-apical-control		unlinked
f_6ie7rt5nq75m4	melu	daughter		1	1	0	Gadaba				short-vowel-apical		unlinked
f_6ieuixup2m6gc	malu	girl		1	1	0	Gadaba				short-vowel-apical		unlinked
f_6if63pmjvzdsa	motta m	all		1	1	0	Irula				nonapical-control		unlinked
f_6ifjdjgjykxsg	jene	millet		1	1	0	Gondi				short-vowel-apical		unlinked
f_6ig6h7jt3b26o	manšā	n. intention		1	1	0	Brahui				postapical-cluster;short-vowel-apical		unlinked
f_6ii2csxdrt64c	hedːe	near		1	1	0	Kurux				nonapical-control		unlinked
f_6ik2b4tokxk4e	veni	river		1	1	0	Irula				short-vowel-apical		unlinked
f_6ilehds3tkypk	mitto ḍɨ	roof		1	1	0	Mannan				nonapical-control		unlinked
f_6iltxm6gd77vq	letta	red		1	1	0	Irula				nonapical-control		unlinked
f_6ilwcdqb7ssh6	Subbi	1. name of a consort of god Muruga or Subramaṇiam; 2. female name		1	1	0	Badaga				nonapical-control		unlinked
f_6ilwjpt73lmqk	batʌ	what		1	1	0	Gondi				nonapical-control		unlinked
f_6imnzsjbka2ge	sappari	same as the preceding dictionary entry		3	3	0	Badaga				nonapical-control		unlinked
f_6imrem4jeyamm	asi-vār-ton	adv. at once; immediately		1	1	0	Brahui				nonapical-control		unlinked
f_6inj3lrgg5qnu	uppɨ	salt		1	1	0	Mannan				nonapical-control		unlinked
f_6ipzkhpngelus	yennaḍu	My		1	1	0	Irula				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6iqvnivmiyk56	neṭṭarɨ	blood		1	1	0	Irula				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6iqwuq5gujuis	tu ṇṇeɨ	eat, he ate		1	1	0	Mannan						unlinked
f_6irnfdskgxzdc	ammaḍḍy	From a Father		1	1	0	Tulu				nonapical-control		unlinked
f_6is43ezehty36	mənəsa	man		1	1	0	Kannada						unlinked
f_6iszkndiit2l4	juānīkā	a. well		1	1	0	Brahui						unlinked
f_6iudnkvfgt4ro	midy ās̱	a house with an upper storey		1	1	0	Toda				nonapical-control		unlinked
f_6iujn4ga3kcxs	pɨnθyɫỵ	name of a person		1	1	0	Toda						unlinked
f_6iusd6m7hokrc	ad	that thing		1	1	0	Kurux				nonapical-control		unlinked
f_6ivini37ep4ym	pīṟ ōṛ-	to get vomiting sensation (Emeneau oːṛ- (oːḍ-) ‘to dance, to moveinaswingingmotion, tostir’)		2	2	0	Toda				long-vowel-apical-control		unlinked
f_6ivmapqc7thxw	tuk	to push		1	1	0	Kurux				nonapical-control		unlinked
f_6iwrxaoyqslpi	nāvă	Tongue		1	1	0	Malayalam						unlinked
f_6ixy34mku3mvq	gai	cow		1	1	0	Kurux						unlinked
f_6iyb2kgwidboy	ḍuve	gravefield		1	1	0	AluKurumba				nonapical-control		unlinked
f_6iydgan3mwuzy	ta	give, he gave		1	1	0	Irula						unlinked
f_6iyjmubm5te3s	pɨṭ-	to knock down, to make something tumble over		2	2	0	Toda						unlinked
f_6j5mk66tfxfdm	boḷḷana	light		1	1	0	Irula				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6j5wolbyo3ano	orvankiturvan(k)tur	speak		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_6j77vipmk5ml2	amahebəṛa	don’t throw		1	1	0	Kurux				nonapical-control		unlinked
f_6j7bmar36kcmc	aṇṇan	older brother		1	1	0	Muthuvan				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6j7qb5f6hl6xo	aṇe	forehead		1	1	0	Kannada				short-vowel-apical		unlinked
f_6j7ssn4tx3hue	pandraṇḍɨ	twelve		1	1	0	Muthuvan				postapical-cluster;short-vowel-apical		unlinked
f_6jae53saolqfa	aji	grandmother		1	1	0	Kurux				nonapical-control		unlinked
f_6jd6k52frsclc	collɨ	speak, he spoke		1	1	0	Mannan				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6je4ptf3dysv2	mendul	body		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_6jgfoczibkdpk	ṭaṭa	grandfather		1	1	0	Kannada				short-vowel-apical		unlinked
f_6jgiftdvj3kvm	tʌras	snake		1	1	0	Gondi						unlinked
f_6jgzkvft7u6ca	hudi hudi jāma	twilight		1	1	0	Badaga				nonapical-control		unlinked
f_6jhuuv2mi55js				9	8	1	Kannada;Kodagu;Kota;Malayalam;Tamil;Telugu;Toda;Tulu				nonapical-control	dikku	entry
f_6jilw4wbn73i2	gohu	wheat		1	1	0	Gondi				nonapical-control		unlinked
f_6jitgbzp4nxeo	pēj ōḍ-	to dispute in (or, as in) a lawsuit		1	1	0	Toda						unlinked
f_6jj5rceeyy4ac	hav	those		1	1	0	Gondi				nonapical-control		unlinked
f_6jjibuikudkxa	mod	churnstick (= koɫag̣, koɫem).̣		1	1	0	Toda				nonapical-control		unlinked
f_6jjw7wdcqrseg	mele	above		1	1	0	Malasar				short-vowel-apical		unlinked
f_6jkpc75x7zg22	nanna	I		1	1	0	Gondi				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6jkqz5iv4tdmu	pody-mīn	star		1	1	0	Toda				nonapical-control		unlinked
f_6jl2ep3grkrhq	ṭattu	tray		1	1	0	Kannada				nonapical-control		unlinked
f_6jlgtxbuvbwca	lʌmbetisodie	burn		1	1	0	Gondi						unlinked
f_6jlt6gycksfda	āc	beans for stew (avr, targīṇ) I: 45, 91 “āc is both the action of putting the beans and the beans themselves” (I: 91)		1	1	0	Kota						unlinked
f_6jm5ofxv6khco	ele	leaf		1	1	0	Kurumba				short-vowel-apical		unlinked
f_6jms4gdsy4kjw	ciklʌ	mud		1	1	0	Gondi				nonapical-control		unlinked
f_6jmzlzjrb7p5m	mannā	spider		1	1	0	Urali				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6jnoeonjh6jcm	poŋgu	feather		1	1	0	Kannada						unlinked
f_6jnuo6gxmlbmw	porol	name		1	1	0	Gondi				short-vowel-apical		unlinked
f_6jph53nanauvs	darumi	benefactor, philanthropist, one doing dharma		1	1	0	Badaga				short-vowel-apical		unlinked
f_6jpm47jhn45fe	hovər	salt		1	1	0	Gondi				nonapical-control		unlinked
f_6jppg5ebjixvm	kaḷm	place near temple in Kurgōj, see kūṭ kaḷm (I: 90)		1	1	0	Kota				postapical-cluster;short-vowel-apical		unlinked
f_6jq4g72hj2m5q	yē	What?		1	1	0	Kodagu						unlinked
f_6jqajiayebofq	koβi	ear		1	1	0	Gondi						unlinked
f_6jqhzwpgwxwjg	ṭiŋga	moon		1	1	0	Kannada						unlinked
f_6js6ijdpnibku	narka(du)	night		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_6js6plaqehv56	yenu	louse, head		1	1	0	Kannada				short-vowel-apical		unlinked
f_6jsf6ixvq4b6m	poka	smoke		1	1	0	Muthuvan				nonapical-control		unlinked
f_6jsl3twevszqy	ṇonditɨ	dry		1	1	0	MalaMalasar				postapical-cluster;short-vowel-apical		unlinked
f_6jvlu4644pqak	koḍāli	axe		1	1	0	Malasar				short-vowel-apical		unlinked
f_6jwro27tbg4kg	seri	house		1	1	0	Irula				short-vowel-apical		unlinked
f_6jx45ibpr4mko	gidref-ing	vt. to make someone pass		1	1	0	Brahui				nonapical-control		unlinked
f_6jxdzcto43ioa	kʌmka	turmeric		1	1	0	Gondi						unlinked
f_6jxyegwhtv7b2	tirs-	S oftiry-		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_6jyf2jytgxonu	elumbɨ	bone		1	1	0	Mannan				short-vowel-apical		unlinked
f_6jz7qjtnixf6a	ūśi	needle		1	1	0	MalaPulaya						unlinked
f_6jzqituz2mplk	yiga	now		1	1	0	Kannada				nonapical-control		unlinked
f_6k25p5tfwr666	lʌk	far		1	1	0	Gondi						unlinked
f_6k3tcwsgmmey6	kvalm	kind; thing (obl. kwalt-), kwalm oːs elm ‘all the kinds (of people)’		1	1	0	Toda						unlinked
f_6k4q623leizls	mośa	bad		1	1	0	Irula				nonapical-control		unlinked
f_6k5juwsqqadb2	kaf-nɨz-̡xudy	kind-hearted person		1	1	0	Toda						unlinked
f_6k5oelhgexuac	parɨ	see		1	1	0	Irula				short-vowel-apical		unlinked
f_6k6luyswal2se	bʌṇdal	short		1	1	0	Gondi						unlinked
f_6k6rg5y5ry7nu	nukk	n. palate		1	1	0	Brahui				nonapical-control		unlinked
f_6k6vywcgassvc	kra ːmam	village		1	1	0	MalaPulaya						unlinked
f_6k7jt62etl6m6	kvɨ̄s-	to become sour as muscles		2	2	0	Toda						unlinked
f_6k7pxdjk6pfye	nãa	we (exclusive)		1	1	0	Kannada						unlinked
f_6kaeesesdygn2	sadiaŋ	week		1	1	0	Gondi				nonapical-control		unlinked
f_6karvt6afbywq	pūnʌ	new		1	1	0	Gondi				long-vowel-apical-control		unlinked
f_6kd4sz3t7kqb2	varsa	year		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_6kdit4sbvd6r6	avã	he (3s, masculine)		1	1	0	Irula				nonapical-control		unlinked
f_6kdxwiloxxlao	candani	star		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_6kekgeb24oduc	agala	wide		1	1	0	AluKurumba				nonapical-control		unlinked
f_6kfrnytudizje	naḷə	tomorrow		1	1	0	Mannan				short-vowel-apical		unlinked
f_6kgunjthcau6k	nin	Thy		1	1	0	Kota				short-vowel-apical		unlinked
f_6kguynmvs55w4	pāl	milk		1	1	0	Gondi				long-vowel-apical-control		unlinked
f_6khc3b4hfoama	ɸis	cloth		1	1	0	Gondi				nonapical-control		unlinked
f_6kimocedniqby	veral	finger		1	1	0	Malasar				short-vowel-apical		unlinked
f_6kiytkjcnwibs	ḍari	path (walking)		1	1	0	Irula				short-vowel-apical		unlinked
f_6kjuax4mecbba	uji	needle		1	1	0	Gondi				nonapical-control		unlinked
f_6kjupsavp7ddw	Kiristiyan	1. Christian; 2. male name among Badaga Christians		1	1	0	Badaga				short-vowel-apical		unlinked
f_6kkc2o65obxh2	makan	son		1	1	0	Mannan				nonapical-control		unlinked
f_6kkskgzf3q35a	imaṭ	you (plural)		1	1	0	Gondi				nonapical-control		unlinked
f_6kktytch2ans6	neraiya	many		1	1	0	Irula				short-vowel-apical		unlinked
f_6kmpbbpbbmg66	aeno-pagga	adv. nowadays		1	1	0	Brahui						unlinked
f_6kmyzoiap3dvi	pāṇ-θvɨ̄	festival pens used on the ceremonial occasion		1	1	0	Toda				long-vowel-apical-control		unlinked
f_6knzrlquo4qnq	aramkisirehivatur	lie down		1	1	0	Gondi				short-vowel-apical		unlinked
f_6kpkmrm7szqtw	balu	sand		1	1	0	Kurux				short-vowel-apical		unlinked
f_6kpp7gn3vwnou	ūṇ-	to drop (Kurgōj mānt only)		2	2	0	Kota				long-vowel-apical-control		unlinked
f_6kpqqsp27j4ki	toḍe	few		1	1	0	Gondi				short-vowel-apical		unlinked
f_6kq4vzcseixgi	aki	leaf		1	1	0	Gondi				nonapical-control		unlinked
f_6krawokgjvi3g	kupāl	Head		1	1	0	Kolami				nonapical-control		unlinked
f_6ksizvm3tw4hi	niruku	to rub (obj.)		1	1	0	Badaga				short-vowel-apical		unlinked
f_6kspwue54yyoe	səllə	mosquito		1	1	0	AluKurumba						unlinked
f_6kvzn7dx43gbu	moṭṭu	egg		1	1	0	Kannada				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6kwcptnhepk74	pinjā	Run		1	1	0	Kui				postapical-cluster;short-vowel-apical		unlinked
f_6kwqovycdjjxe	andɨnēra	evening		1	1	0	Kannada				postapical-cluster;short-vowel-apical		unlinked
f_6kxcafwzbo4j2	kal	leg		1	1	0	Gondi				short-vowel-apical		unlinked
f_6kxsctxzk2kls	minˑdu	sleep		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_6kynturq2zu6u	-ōge	same as the preceding dictionary entry		2	2	0	Badaga						unlinked
f_6kzxphz537ydm	ta ṇṇi	water		1	1	0	Kadar						unlinked
f_6l2cx2nlm2ukg	idu	this		1	1	0	Gondi				nonapical-control		unlinked
f_6l2jfdoiyuz34	xaḍ	river		1	1	0	Kurux				short-vowel-apical		unlinked
f_6l2oegvszujbc	kārvāī	n. administration		1	1	0	Brahui				long-vowel-apical-control		unlinked
f_6l3pqv2fabgwu	kālu	leg		1	1	0	Gadaba				long-vowel-apical-control		unlinked
f_6l46zblpboqek	keṭaneytɨ	listen, he heard		1	1	0	Muthuvan				short-vowel-apical		unlinked
f_6lafpin6t44qy	peṇpuḷḷa	girl		1	1	0	Mannan				postapical-cluster;short-vowel-apical		unlinked
f_6laibwsgwxdpk	eiva	Fifty		1	1	0	Tulu						unlinked
f_6lbsewlqkc5fe	nuru	one hundred		1	1	0	Gondi				short-vowel-apical		unlinked
f_6lbswxxevjhro	yʌiyal	mother		1	1	0	Gondi						unlinked
f_6lcc6mnyhu65m	nammɨ	we (1st pl. inclusive)		1	1	0	Eravallan				nonapical-control		unlinked
f_6lcwpyg7l7h4c	mannā	spider		1	1	0	Urali				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_6ldsl3exjopp6	amut	obl. of a mun ‘that side, the other side’		1	1	0	Toda				nonapical-control		unlinked
f_6lfcrfpuj6wye	Nīlagiri	blue mountains (lit.), Nilgiri Mountains or Hills, Nilgiris (formerly spelt Neilgherry, Neilgherries, Neelgerries, Nilagiries, Nilguerries, Neelgharrees, Neelagharry, Neilgherri, Nilgerry, Nilgris); Badaga homeland, ca 410-450 km. WSW of Madras City, at 11° 12 -11°37 , 76°30 -76°55 E; the Nilgiris District covers 2,549 km?. (In 1991 the population was about 730,000; not to be confused with a former princely state and hills of the same name in Orissa or with		1	1	0	Badaga				long-vowel-apical-control		unlinked
f_6lfdmjr6ocqh2	nūry	Hundred		1	1	0	Kodagu				long-vowel-apical-control		unlinked
f_6lfzdr4kcojty	aluṭaḍu	cry		1	1	0	Kannada				short-vowel-apical		unlinked
f_6lgf2v34st3wi	taka	walk		1	1	0	Gondi				nonapical-control		unlinked
f_6lihsgotponnu	śoḷa	millet		1	1	0	Muduga				short-vowel-apical		unlinked
f_6ljgoeknm2cdm	bʰatˑal	what		1	1	0	Gondi						unlinked
f_6ljsx6c52nsly	mūṇḍɨ	three		1	1	0	Irula				long-vowel-apical-control		unlinked
f_6lkr57plcjfeu	mośa	bad		1	1	0	MalaMalasar				nonapical-control		unlinked
f_6lkzwvuud42xy	kūra	house		1	1	0	Eravallan				long-vowel-apical-control		unlinked
f_6llce6glgqos6				5	4	0	Kannada;Malayalam;Tamil;Tulu				nonapical-control		entry
f_6lnp2gbipo7wo	miriye	chili		1	1	0	Gadaba				short-vowel-apical		unlinked
f_6loerwmqi5fi6	kal	leg		1	1	0	Gondi				short-vowel-apical		unlinked
f_6lop5zb3eedjo	ranga	pattern made on the floor		1	1	0	Badaga				postapical-cluster;short-vowel-apical		unlinked
f_6lpyoozn3ohds	hasilu kodu	to tattoo, scarify		1	1	0	Badaga				nonapical-control		unlinked
f_6lq35w33pejqu	bəti	what		1	1	0	Gondi						unlinked
f_6lr4bztlqw2su	putiśu	new		1	1	0	Irula				nonapical-control		unlinked
f_6lsaucrcdwtrm	morʌs	rope		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_6lt2flyf47lgm	ettra	how many?		1	1	0	Kadar				nonapical-control		unlinked
