Chart	View	Row	Category	Family_ID	Evidence_or_Formation_IDs
languages	Common informative families	Gondi	Both retention only	d282	f_7kyymuhrncbie;f_n2ipbyqebxtyk;f_34keenq2ldeju;f_4sd5sgg6tbefy;f_a6kuuzj46twei;f_dognxzztc2ypi;f_fqxr6hkdg5xi6;f_ij7yowsq6b5gs;f_na6xwn553m6f6;f_snbsbdxrhzp6q;f_vrz7kix6r5mfa
languages	Common informative families	Gondi	Both retention only	d2988	f_ai3ydczvn4xi4;f_azpmtvsxojesa;f_ehgud6oe7qhb6;f_ky34c5v2ql52s;f_ogjjadvszbank;f_qivxwa4e5wadm;f_qp4so3oeyykfm;f_anuojqjupznnw;f_thixn643i5awm;f_zb4voaziwhrty
languages	Common informative families	Gondi	Both retention only	d3014	f_2b6h6xddywzvo;f_dtsaviftds7le;f_kdnrxdyhiznuw;f_x5jsvgogsuwbu;f_nshuwql7nsesm;f_pbny5yn7vxkzm
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d3115	f_6iieamq4yekai;f_gg246dpgbq43e;f_yjoacgqrn5pme;f_2o3xtbwr7pv5g;f_2t7cadcym5kgg;f_arlzlprjqwj6u;f_byrflvazjquew;f_nqbvwg4yi5p2w;f_stjjibfi45pok;f_xasnozvpyqdw4
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d3122	f_cpjuuxs5a7tmu;f_cswppdqsnv4xq;f_i55tm67o6tae2;f_n67dygocvqany;f_24h5kzc3watvk;f_a455iycex5m3i;f_d2jrmplltx7mk;f_d42sqwpvp322c;f_fdsb2yllccbn4;f_qq6xfke654azi;f_wivfoyqsptvcs
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d3246	f_2vrv5woq6tml6;f_3ov3kfkm5dkwg;f_54ffbpkwo66b2;f_cqjsxdxn4htbc;f_dwuf6jytn2l7g;f_g323nf2zhfrvm;f_gapxu6yum5yjy;f_gavpjhh6ni62e;f_izvmgisdtsyxe;f_knwaudo7j7rzw;f_lwt7iyv4sbgg4;f_m6sv6c34jzmrg;f_ogbjknelvpvsg;f_ojasm32b67tns;f_ovgkmqj2hsjkq;f_qckj6uvqryeae;f_stvomvek524nu;f_sz5oic4rnrsek;f_tnamtgs5zft46;f_vd2m6cplrf2m2;f_ysr4jv2l77hdc;f_z5ioh5rftlgyu;f_zfmpf23mg76ca;f_2ornkp5isxwaa;f_5lyaw5ruw3vcg;f_atnga3gey76p2;f_bfgba7gdokkuw;f_blh3wse2vzu44;f_d7gwge7pdxyt4;f_eyplz7vevtbhs;f_fobl65mlx37t4;f_j62f47svbcdoe;f_jrk7zeqsuzfig;f_kyjf2yheomaui;f_lt35x2atz7uxc;f_mhq7hxj2xp5xg;f_rfxdotgp43hya;f_wiqfilvwm3snw;f_zuebiscvp45hc
languages	Common informative families	Gondi	Both retention only	d3259	f_bsir5okg6tahm;f_e7hwkfnfyq3ec;f_fdp2d4dpeqmi2;f_kgb6tkj5urbr6;f_3n73yltqpjiok;f_4qesstv52tbfu;f_4vjtdzxqckfls;f_a5m3tzhkq6zbs;f_akfrz3c3xv6m2;f_inmojv4vrt45u;f_m6qopie3bvala;f_px6nsuukkh3sk;f_qsu4sotdkvofc;f_th4nvc2vt6jzk
languages	Common informative families	Gondi	Both retention only	d3305	f_45gw5a2i3de24;f_7a2r7zl6eug5s;f_7mdlhcd5oj6z4;f_aptwtjmp6kuoq;f_b23bgxvin23wi;f_e6jzmd7d5cuuq;f_pz2zwir62jf7w;f_yljvdvjb6vkwq;f_x3re777fa5hfi
languages	Common informative families	Gondi	Both have displacement	d3340	f_7rg3lybka6vco;f_ad2a7upowopsu;f_ed5z4y2qdk7lg;f_fjq43hg5dyxlk;f_ljehi7gup5qnm;f_moezk777s5uuy;f_qui4o6yxhmrgo;f_smcykvf5urehu;f_7ssb6zw4akb7m;f_oiphgzp6aizjs;f_svtnln7oxwsde
languages	Common informative families	Gondi	Both retention only	d3364	f_3kfngjktiueeo;f_fauktvmbokhbe;f_io32mmrzksq4k;f_izof3z7ocfudq;f_uwdxkemsmfwnk;f_yqmre5wjvln3s;f_usjvrlivvpobi
languages	Common informative families	Gondi	Both retention only	d3402	f_aeiz2vivnqf7i;f_dq5w32r4o3ous;f_in2efaggadin2;f_jcqe3fbthxvzm;f_w2hpd4sqg4v6m;f_xfi7hndafuecw;f_bfqwk2pm3gf24;f_rdktdkrihsrao
languages	Common informative families	Gondi	Both retention only	d3451	f_3mpcoizvufojy;f_57xeufn5wprdy;f_74h2pbarrezd6;f_7o2kud6ud2iku;f_eujmiznn35bns;f_gblg4rdfgsf3g;f_ijjkw7iaah4cu;f_jws6ahkfcdt66;f_t6k7jpmxpqqek;f_uz4msjboy2kda;f_wge4ipq6xlecq;f_bzykmpubcesme;f_y6ll2szmu3eik
languages	Common informative families	Gondi	Both retention only	d3559	f_4difxmy2ovq3q;f_mpunkvkc5v576;f_3ptqb6rkzrrh6;f_jphayyddlyxhg;f_l5arqag5upz2m;f_lmxb2smav7gjk;f_peoye5zh66dew;f_t7fd6kac2u5o6;f_vrriaifirnbre;f_wvskmjebip6v6;f_x5ya5g6vtnjde;f_xkrwlzj6d2upo;f_z4sn4q6f7xhmi;f_zrl6gp5w4dcfc
languages	Common informative families	Gondi	Telugu retention only; partner displacement	d3754	f_6fda6logqz64s;f_rv5br5e25rhdq;f_4vlbhcjqspkrg;f_d7f4opyytqnak;f_ffvbtkxps4cty;f_gl66tmnpcngku;f_ivlpvjvlytgou;f_ivwx6jzed2nva;f_mnf2x2a3nu4dc;f_n47kbg34myaas;f_qfh3qnds4y3ug;f_vw35ekurisnts;f_xe5nexicaql2i;f_ywgshdmez6ffc
languages	Common informative families	Gondi	Both retention only	d3821	f_67ce2djefqzkq;f_e6bvyagxt6hj6;f_ekp2oljnlunqo;f_nakz3s5yk3hv6;f_r7qbceerg6alg;f_wynbb6jawx4v6;f_x7bpaarc5eq4w;f_yyd5lkuzq7xtq;f_m44g35gu2rlzm;f_qxmru4ttnyhdc;f_t5bxlqa2ebrku;f_w4mclqrutinpw
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d3949	f_3nwqq5pibkhaa;f_73fc55i2e4fug;f_c436fxi6pdpzu;f_ctfbeec4tlsze;f_dm3gpg2s5wbo6;f_dxyofadg7epts;f_fjaxuxvgsifuk;f_in5bnsm5cwzyu;f_kgllbsyi4naxw;f_l5muykx6hu3oy;f_luwyqacyv7lc6;f_n3xwvhc6uknfw;f_nsdlra3u4dqcq;f_ofdq5bkx3fsgy;f_pmarxwcq2ml3a;f_wczpw2z2tnd66;f_ylroetmeabrno;f_zn5teljrmyvf2;f_aabgdmfojvoti;f_cmnccp7yxra4g;f_k6gd2fpchb6zs;f_oyrcrrzxj5zhw
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d3976	f_beigjhoyb4dck;f_lehyil4knhwl6;f_hk3tcx7qfesqk
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d3982	f_277gnmswzytey;f_c76isodrccebe;f_hh6qf7q7be2oq;f_hmv6lzrhrct2c;f_l6bysxhy7lohc;f_t7jbsgx373jce;f_tzt77sxdsvbr6;f_uyu5kezkxowdu;f_w4wglvcmaittw;f_xmcmfouy5b64a
languages	Common informative families	Gondi	Both retention only	d3986	f_5gyud6xfi26x4;f_66n7jz5zrvkoy;f_6xy2s6l3tdzie;f_ng6wyhc355xcw;f_u5n3cbqsmmek4;f_2ntguz3m43awu;f_4ctyy3cl64tpe;f_hbrdmsg3dgg42;f_lf3j4hcoupiii;f_mgpbzg3fpybpm;f_ps2moxyoh6c7k;f_q3ynb2ko46yb4;f_sc3umscnpnuea;f_uw432pbffstuc;f_ype5q72ate6yy
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d3999	f_elp64yudfljjs;f_gp5ff36sq453u;f_k6jtvm35n2m3g;f_rrfkpgqmutgay;f_w4qqoh3i4j254;f_xrih22ctiwhr4;f_7yedf27ah5lbw;f_drr7hsevrfuqo;f_koscspg54eq34;f_ouhzngzfvi6n2;f_xyqew6noyensa
languages	Common informative families	Gondi	Both retention only	d4039	f_bxtyd57dlogi2;f_2dvrlo467zdq2;f_76x6jj2s4pqty;f_bpte43xicxj7a;f_fguw7iw4axztc;f_hu7avez3m54ko;f_hv4du3lstn3na;f_zhvw7wguwkyru
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d4193	f_fyrxm7g56e24y;f_mjnf4qdw3jyyk;f_5qadc6qztzk64;f_7exm22wqimtye;f_hplo7ifdbamis;f_jkhkiwrejwkts;f_otis7nuyrqe32
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d4283	f_6dxoy6cuwxdao;f_fgmcm4bmdpl2g;f_mxfwmcx3oi75g;f_mykc2tvmmswzi;f_xi4grd3d64hlg;f_2qo5rbvvqedky;f_66lfpaywz77li
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d4312	f_4aeozp6sxs63y;f_7pjgouimyggc6;f_7u54tqu4dtt5q;f_fgqdccak2efbk;f_ncyxulqegijbm;f_rlu6wivm5afd4;f_tg6hs45rr3ohg;f_vgo5afnsmgmre;f_vpsp47wizynhc;f_xsjbat3blc2es;f_5h77tafusiuz6;f_axpwvrygjdu34;f_btstxxnvt2h7i;f_d2lt2ie7mqypi;f_lxr7zh7x3zrqy
languages	Common informative families	Gondi	Both retention only	d4335	f_tvofu4n53ubcg;f_5v2aml5fmvyi2;f_noileypucex7q;f_z2fhkj7m7x5d4;f_z5pgwjdwxa4fi
languages	Common informative families	Gondi	Both retention only	d4410	f_ljsqftje6a52q;f_bd4lxossfwpju;f_dlet53d5jjlm6;f_dvmm7kec347ws;f_fc5qarcrwu3sg;f_gcru3gjylyyvy;f_ijgktminyiwca;f_ix7jvjnac6v7e;f_lkcagdaf4kerm;f_mtk76eaob7vio;f_oxgjtxfpywxlu;f_qri3k5t3bagvq;f_t4kye3uewlfas
languages	Common informative families	Gondi	Both retention only	d4411	f_2u5ehsddv3jsq;f_2vpx5vdnzs5fy;f_2wmrfj4tsmvfk;f_3b6tgil55vq74;f_43rujusowzxu2;f_5mvkxho4gonmm;f_6lfgqxmrj37ju;f_a6napw2uifdi2;f_fedgmdcjg7kdo;f_gwt5rc5u6ljdc;f_io2tmqyrxquxk;f_k4jcgvl3fbhdy;f_kkdbab7fwtyiq;f_n7gge6rmjmbes;f_ou4lv5k4d63kg;f_pf36mamxzvr36;f_qbabsrtxyzhb6;f_styfn3ofq37l6;f_syaltefs3d7ny;f_vbofdspvhn4gk;f_xbajqk2bjcxky;f_xw2tch6gwcpps;f_2rqu6x5mxzzx4;f_a2bfvk4hu6gk2;f_a7bzl2hy7es2a;f_batvlpjutk2e2;f_dvegz2pf7lnqw;f_ew2kt5btt6sni;f_ez665vftq2hyi;f_gnmvtpxef7472;f_kqj4ejzywygt4;f_krr24ubio5mcu;f_kxnvbszv7lqps;f_pnqwy2yixtfjq;f_qgs7y4ztr53ec;f_tgcuopbmfmgsu;f_viijqkdejfm6m;f_wwoq3xjyhznme;f_xwzjoo7c3pgz4;f_ykrr6vhey2ijc;f_zviuln4foj4zy
languages	Common informative families	Gondi	Both retention only	d442	f_7mpklc7awl3aq;f_k3dlf6fwe4z34;f_6g4zaden26pty;f_cgsjs64y3lxp6;f_q5rcz3jjlu2zy;f_ts5erhykv7aeg;f_xqeviycn63vou;f_xyutyegkraza6
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d4537	f_336qkjyvs4goy;f_3ru7eesgwd3am;f_alslnjparpqqy;f_kdqkrzjbzeccs;f_qnf3xznf3vszq;f_wli4podauzais;f_z325tez7nfe4g;f_6wgezfdyanlu6;f_k7si6ahop5vec
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d4545	f_t4jvlzmrkzcwc;f_tm4y4odxa5fg4;f_vbiioqlhhjcx4
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d4559	f_d5ur3xcgsxick;f_kwctjywqt2way;f_t35bbm5kvdccq;f_zhj3ga3ngml2o;f_zuzesjd7nkk44;f_5hddsah26eaou;f_hyryyk3ohel34;f_ic3c23yccsfkq;f_khpprnpjywa72;f_miwfsyjwzjxmo;f_zrj6lb5phkzdc
languages	Common informative families	Gondi	Both retention only	d4680	f_37ir6cc2jplxw;f_goulefpt3sspe;f_osy36slypzbes;f_xrlgc2vfy22le;f_2oqyumpe27u6g;f_5lsflgu5nrt7c;f_7kfcgeusgxvyi
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d4711	f_cqc6qamwv6hmy;f_fqcf4xzk4r3tg;f_rirwcupcemybq;f_ymibz5y5h74ku;f_3j723f52donyy;f_63ejzenxqbq4o;f_6swvxt6i4hq5u;f_ljdetk5fo47y6;f_s3olrqfh3spmm;f_s7qajdwgvpfls;f_xcyzz4mpmhkyg;f_z77jkxw4cjsqk;f_zzlr24gkpt76w
languages	Common informative families	Gondi	Both retention only	d4737	f_mwnw7dw5d3fl4;f_oi32qky25xxiq;f_53am7zb2l7s22;f_fcx4qxs6jqpbi;f_fg67n7jemknbw
languages	Common informative families	Gondi	Both have displacement	d474	f_2htxvumaoczjw;f_4ujr5t55avg66;f_65qhyabhcuwaw;f_6c6a36yd4iybo;f_bkhd5wmrnsjt4;f_dgw5tjtzepqrq;f_fqoeiv3e7odos;f_i3k7naryq6kzm;f_jzp6l3vyzyn7i;f_n2cdyoyequmy6;f_p3l4befd5utdw;f_pd6ynb3gv5lhi;f_qgafogajc4lzg;f_qkicfxp5fal3y;f_qznjy2zdzigrk;f_shooci3xpjwrs;f_sp6x4vguvmszc;f_t4nykx6ip5ofm;f_vfvgfqslu3kc6;f_woifafo7ddlua;f_2xk5vt5pjy6ys;f_4f2bibvi4ywum;f_6xorktlncefxg;f_gcdoqvcgc25zc;f_ievjyuqv3lpo6;f_m2z2lsic2ukum;f_q4fyyjq77iwjq;f_qwhxmonsllthe;f_t4fv2rxh23hb2;f_ta4fmdrsrks32;f_tv24kkkcjzkto;f_veygqvvhdsx5s;f_x26fnyv4zsyvu;f_x7jng6segu3ae;f_xzsthsw4u7jr4;f_yv4ji477sebk4;f_z5ajuco5x43ak;f_zibovlgfi3zdk
languages	Common informative families	Gondi	Telugu retention only; partner displacement	d4760	f_2cbwy23nb5dce;f_6etfncbqv3tmc;f_6vygbqzong3ve;f_ak6hq5d2gk2za;f_g7rwmbijggk6y;f_huvgyhyb7s226;f_ira6uzmd4liym;f_jfcymk6oq5cqg;f_n4pi6abajklug;f_uivtddlaz2itk;f_warkdf3h7ljeq;f_4rvqx777lrris;f_6dobtjps3fi32;f_6gskwalgtvpou;f_aacjwdexhi2si;f_adb5oorchfn4m;f_b57c5bswphuca;f_daku4amessjuk;f_f4i4qrakge3f4;f_g64yhbkyt2rmc;f_tnfx7td3oeeje
languages	Common informative families	Gondi	Both retention only	d4876	f_77ho3mtigr4fc;f_dj55miiwszpgw;f_eeerujkaw4vh4;f_g6oxn5l54k3zw;f_govtyxfjt2pjy;f_gub7ugxbqwpfs;f_mkqdkere4pzoc;f_ntt4kimg4uxse;f_tijmqwm7lsbd4;f_vuepx772547kk;f_xrvrpduxa7idi;f_zdac3dluyegu6;f_4lqan52vs2lke;f_4njs3sh6bkfu6;f_4pv5vqyb3gi7o;f_6twroxxyuk55c;f_7nxnm3ax2nrsw;f_esgzedtigyb4i;f_gevdcxxrkasni;f_imd42gtd4c4ey;f_jin6smxxsadpy;f_jqfplvlnpwe7u;f_m7x3eu76nb3q2;f_q7my3dykfzzmc;f_qscjcuylori7k;f_ragl5eecsdlam;f_s57vuz7wsqee6;f_uh56q4feggrrg;f_xklv6umfcxtq4;f_y5nqelrk37jps
languages	Common informative families	Gondi	Both retention only	d4885	f_m2abl34wyx6xs;research:d4885-Gondi-source
languages	Common informative families	Gondi	Both retention only	d494	f_7wpwowtnfdq5g;f_anbvt4tpyfyai;f_hhtwqu34dyfaq;f_r5ewlgml3yyfq
languages	Common informative families	Gondi	Both retention only	d4973	f_av5dpf4tmb4cu;f_i4vjnfmoubsu6;f_ozuzormjwxpma;f_ve6opn657vmzw;f_zr54mji7567xy;f_zvl5ednachsvg;f_dfz6ij7rz3uzg;f_eqp25halm43vk
languages	Common informative families	Gondi	Both retention only	d4986	f_6fdppxtbru7ku;f_6ysrps6lklc4q;f_sqfa6652yyih6;f_ob44h5we2zczm
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d4993	f_3dgxlyglq6c5k;f_4skwjnjtejid4;f_5kic52fhvflss;f_7h6nkegacjark;f_d2g74plrs2woe;f_f2mnrcpu62cok;f_kx3mcwuydtfj2;f_mksxtzxbcvzw4;f_oigxlt7rc3ypo;f_rewo3ykdazprc;f_w3lgazv2wdzr2;f_52igkr2un4bdk;f_5edk7gsx7crz4;f_6a54tcwgey7lc;f_7g4weg56sjrem;f_akqbdzxptkfgg;f_bfldcmrqntnqm;f_fgzjha7yihvvw;f_grkogmgvr7md6;f_i3p4mkau663u4;f_y7jsctoukmtgs
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d5007	f_7duona3haiqmw;f_7s57h4cwrljpc;f_7x3l37wmbo4x6;f_dcisehtnly34y;f_iiuvs4gki5m7o;f_jghoo3wugtola;f_lsgpwh5hksfzq;f_xm647bxiv4ft4;f_4qw4xtntlp6b2
languages	Common informative families	Gondi	Both retention only	d504	f_f6uk3aawoalec;f_fkgbaapxbzjtg;f_hkzqr3fllyh7y;f_qazxtombhitme;f_wxy7r2zhjoczi;f_ycfkvmae34aki;f_qw6oln5gv3o7a;f_wtkg7kxouhukc
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d5082	f_7msblpleyzn3c;f_c4zinr3kbwfxy;f_umeht4sejjcai;f_xaskqvo4umu2k;f_43y4lgbyo25cy;f_4wnpzj6kzhka6;f_7jsr2ywfzed3u;f_d3rmlu5igualq;f_jggswpsoec5xu;f_nxtbavwic2ul4;f_o3kgowr5j2t22;f_vyic4juwfer3w;f_wxsb33fdjxaau
languages	Common informative families	Gondi	Both retention only	d5087	f_6fx5qs3q536xq;f_h5o6tqewvagvc;f_rje62z7x7apv2;f_goc3z2hzc4m4u;f_r5w5qtanyhyq4
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d5123	f_3zfyxy2zizywi;f_eksyiwxdqwkni;f_fodk2f3bmd742;f_miahekturqw6i;f_nnjwkozyvi3cc;f_24uz4f7xyuxis;f_3qshpayspnvtq;f_q2lofuquxrk5g;f_rsbyotku3uhio;f_yanhwyg4qwygc
languages	Common informative families	Gondi	Both have displacement	d513	f_d5kcw6hrz2qbi;f_ejrg7mghib4h6;f_h55dqkqddalhw;f_iidp2lwtlxkrw;f_td5tw434rhrw4;f_tthkyznga3ouu;f_vfhmtesu22rzc;f_xanpmdfasmauw;f_yukt2ixlwlxqy;f_4xrs7vfz3i2im;f_e6qkgtul43m5k;f_p6krsvjodw4nc;f_q3ju4fimnq77c;f_rkcyvzxdzws3u;f_tzc436vfkqogm
languages	Common informative families	Gondi	Both retention only	d5153	f_3cxmtdqyp2m3s;f_3syqpefmathaw;f_54yjmlgdhgod6;f_a357bme6omfcw;f_mht7rwsy55ieq;f_nxrlqbbs6ucjy;f_5w3vk5z6dae6c;f_67fzjixwnu2jg;f_dztdsnbycnf2g;f_f4fsumr3jsufu;f_fagcbslurajhq;f_g7jmay7o3mon4;f_jeyeytnpnah42;f_kl3muhyvnj32k;f_y4mntkbimlpyu;f_z53n3meghih44;f_zs4v2kyhpo6be
languages	Common informative families	Gondi	Both retention only	d5159	f_mea3g7wqaeyy2;f_636q2o3t5yx56;f_6waxtwckdwvjo;f_aw24sge5pciia;f_epexs6w5lop56;f_fhtfe57nynuxa;f_hy5zs2z7dstha;f_ipgrr2c4sutwm;f_pvs65yzyp7qmw;f_qbvzl6ujjpe4i;f_ri3ybzsslrcve;f_sh6he2q5tpxuo;f_ytu6kyqgnkqjw
languages	Common informative families	Gondi	Both have displacement	d516	f_2ev7zelqpwhym;f_e5od7okyckgem;f_uy6bi7fk3wgza;f_x56ndqpatzxga;f_xmjor7la2kyae;f_5qbomrsowssha;f_b4ft7zxgk5yje;f_ccnblmod4vmio;f_eyddwqoelnepo;f_j4lrewvddp6ts;f_rd66nn7ofj4hw;f_rsss2d4yk7him
languages	Common informative families	Gondi	Both retention only	d524	f_6fmhwsrps47ig;f_b37yzbbfqmmco;f_bwwlsnbq6lnci;f_csfruyzxt6je2;f_d4afpd47y6ut4;f_deuynngiiwcx2;f_j3nw42kexnnbg;f_j6mdttckswdkk;f_qvuudidf5tso4;f_kdxu3z2izxwmo;f_y7eal63hv3bbi
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d5263	f_2q7e5xhgcvlue;f_4bl55aufe6jo6;f_56oibpri2i2vm;f_aiveiwbm65mt2;f_hcejirjfk6qtg;f_iaul4kv22gxlm;f_n7s5kt47ng4jw;f_oih2skwaeoewk;f_vj7msytpxb3s6;f_vo7lpwwww2ycc;f_vphwyxedrelvg;f_373wodz7e4qcm;f_43362f3ka5w4e;f_er2vnkgatcl2s;f_jwfmucqzm6joe;f_o5h7gmco7hemm;f_pawavkojtexg6
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d5409	f_5krorzllosgw6;f_m4k2ln4qkit3k;f_4p4iitvhefctu;f_jdoo2vxucmqau;f_pq4qasb745snk;f_puffkmgpdc4p4;f_q5jgg22ybxytq;f_qpvmvqrhwsiq6;f_ucyjz3ti2jmug;f_yjb6sipvikrce;f_zqxxhli2psmis
languages	Common informative families	Gondi	Both have displacement	d5411	f_3uxni4dtuloe6;f_5jg6q3prdpqyg;f_5vyqqq2p2iprq;f_binykjwbdnjxq;f_bpoly3jexvtdw;f_eqguatdy67lbq;f_fqtyyziofrvuc;f_glnjed7bmajry;f_ixe5yz7me2hvg;f_m2hbfst57laxy;f_mjz4dyz45yhni;f_pktg6eyvm5mnc;f_qt3g6zhjyayes;f_v6564is7rkhhk;f_vaakpidjk4k7i;f_y3eehbj6rnjc2;f_zdd65kl3o22re;f_37zsrsve37clo;f_47lt2dzmzkhne;f_bjqzwq6befrrs;f_hfvll23c2nlbo;f_j55kxjrloahvm;f_n4o2bklsev55i;f_pqvl6bih3eeps;f_tmbteiclrxui6;f_vyp6plntmcdmw
languages	Common informative families	Gondi	Both retention only	d587	f_cv4l4xl2sicn4;f_csqo4yx3ad4em;f_jqtpx3nlti2ho;f_lu6hfxl7lrwsw;f_ps63bg5g5fsee;f_vmdqczmoilc46
languages	Common informative families	Gondi	Both retention only	d592	f_goj7itue33zqu;f_2o3q4x3dyivbo;f_5mqnws3thhnww;f_kzqifu3iuvbmw;f_nuajrql44mwys;f_x5vvhg4catqs6;f_x72bezngdfzwi;f_y3aqoburoulv2;f_ywqitl6smtor4
languages	Common informative families	Gondi	Both retention only	d656	f_2hgugtyusmuwo;f_bpadk2esrwkr2;f_c3fwzy2cn42us;f_h55dkvhqhdzry;f_hjaubujdrspwa;f_lodlpfjq7lqpu;f_ao3db3saxb4ry
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d665	f_2phvv346pd5yg;f_af7bdsrd3aslg;f_by57fgmyly4gw;f_eyb7yifzmw6ug;f_khc2ieubs6xdk;f_mi74tsrybn3k6;f_q64arbjsvuxda;f_relhjannylmyi;f_tjibk3ef3bpdi;f_v2xdao7jpfhcy;f_bnghoc7odnhd4;f_fp7x3urgbwsvy;f_k2rn72umugp4a;f_mkfudovx4h7tk;f_mu7z2t4sisxjs;f_p4qihrweivuoi;f_y5mh6ueq2tdzo
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d686+d689	f_3bcttth6tqdk2;f_gmahf4mq2t44a;f_w3pngkzhkqi3a;f_5dnyblvrjrxv4;f_6oqs6au57wi3g;f_ad32tuo6ad4hm;f_leugfjkako4pq;f_mpvnfykcru4tm;f_pss7xx4iuccuw;f_yg6zo5opkvnse;f_zow4ycjiiq7vu
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d688	f_232xjhmdnpfs2;f_tm7iqnx5wiskm;f_zsdykfen5jepc;f_2knznsugnujig;f_3zo3pgi6mou36;f_5steyk2xgh6ik;f_ce6mtmpe7vew2;f_ctklinndoo7ve;f_ielg7jlrcv5o6;f_kdrghpbhx3jbw;f_mara5tb7umazm;f_nanw3mdhb6hpu;f_zehjpau4e6n74
languages	Common informative families	Gondi	Both have displacement	d692	f_6sktwdc2utfhk;f_5xrsjdtcv3kzk;f_h4h4e3pzvy6mc;f_hlhkd2vuco2n4;f_ifvggwh2sg4kq;f_jgxt6lplmr3es;f_kahviv6xolkxu;f_vnm3gtradpqdw;f_zosqft6kk32y4
languages	Common informative families	Gondi	Both have displacement	d694	f_gyfzg7pv2m4qm;f_772q4s4lowhxm;f_cyoq4tpe5adlw;f_isqkuajleince;f_vu3zomz4yv5ry
languages	Common informative families	Gondi	Both retention only	d695	f_eljvrlcjr2vpu;f_eoxlfh5tfommc;f_gdop7hsftdcpk;f_h423k4ufxe2yq;f_u3ie7akm2uyqy;f_xh3gomwl3fnbe;f_62zkalni4klnc;f_7shrwcawxfosu
languages	Common informative families	Gondi	Both have displacement	d698	f_2auilmzjjh2ra;f_4h2kuf5ojtwou;f_b5wxcz5mtcvo2;f_bjokttep4ugls;f_brqugiax2gcck;f_ht5gmk7adngog;f_jql2vb4762p4k;f_oz4ggp4pdrgra;f_pe3aqev76rtnc;research:d698-telugu-lona;f_2bdc4shg66e42;f_2boi3ane25j24;f_2z34be5nxr3du;f_3jpa2gwfvioqi;f_6fvufjx3nojgc;f_aymkfg5kxwxt6;f_eb2xalh2uywbw;f_f4ytbsbzjfg2g;f_oyyt7pub2b5kw;f_pdilycwdj5t2w;f_q45kuj6q6t2o4;f_uo43fuchdwqyg;f_v7rbzp5g5wprc;f_yaieas427pj2g
languages	Common informative families	Gondi	Both retention only	d705	f_mpjreuvcijve6;f_6nu5fb52jjyge;f_7husugynlniam;f_cbcdxtcyknyrs;f_jhf3atqrz44hq;f_supobgsdq5fxm;f_t5j7xrzewlthg
languages	Common informative families	Gondi	Both retention only	d707	f_4lrrh5sysmbaa;f_5fj6qtdtju6xe;f_g4vwq7xocssey;f_glk66zoi3e65e;f_s7e2u6npdcr2o;f_tcefbsplmv4pq;f_5hnt3ydicaoa4;f_6ehk65jzfdp7q;f_7sapy5asnysl4;f_ecnq7lwoo6gjs;f_gdznm2sjc36e6;f_ljnrel6tzhwkm;f_lusmzjmer3qpq
languages	Common informative families	Gondi	Telugu displacement; partner retention only	d718	f_3ffh7wgvhadic;f_fckpbufr66zpc;f_g76hbf3iffdzo;f_i46ewddu6kt6g;f_ipbf4hkx7c43c;f_logfsgdkjo6uo;f_pq2gjbkidkrvu;f_3abscihmg4jzu;f_3lj2qhpsninee
languages	Common informative families	Gondi	Both retention only	d72	f_a57tvmje7sedi;f_b6gtt7wm2j7f4;f_7f6757uq4t7jg;f_ewxusotoaccry;f_g3pw46aygu47s;f_kwbi3ezqxay76;f_pmci7phqgjnqs
languages	Common informative families	Gondi	Both retention only	d75	f_npdkiu6aup6ci;f_jmygr3kwnljjg;f_kw63m6at2zs4g;f_o2eiooqrkuhvs;f_uf233ol5iyv4o;f_vqghywcwj6kzo;f_z6uvxhyguzoqy
languages	Common informative families	Gondi	Both retention only	d76	f_2y6vxshlckupi;f_km5iruujn6hz2;f_np5uvaetesff2;f_oaicvmfv6cppq;f_6fe4snai7lzfw;f_eyzh3gwjtgyjm;f_hi2eyoyd3czs4;f_hkgqkjmuxprjs;f_hrt4pppsyb5ns;f_ku2vswfsmcmeo;f_lmldz2jnzhz2e;f_qygio5oiplqns;f_uyzr7nqt7c7gc;f_xtu2ud53kfkqo
