family_id	formation	input	analysis	unresolved	status	annotation_history	revision_reason
9871	root-verb-with-inherited-ablaut-alternatives	máratē and the broader mar-/mr̥- paradigm	Palula máara/Biori máare and Strand mʹâr- have early root prominence with long a in the imperative citation. Turner explicitly discusses inheritance of mar- versus expansion from other verbal cells, so the modern root need not derive from an arbitrarily selected finite form. Kalkoti märuun is a present and Kundal Shahi mɛrgo a past; their accent and quantity cannot be compared as identical forms.	Use aligned verbal cells and determine which length is phonological versus imperative-specific.	verbal-root-retention-compatible	"[""family_annotations_08.jsonl:43""]"	
9882	animal-nominal-with-internal-cluster-loss	markáṭa	Palula máakaṛ shifts prominence from the old second syllable to the first while losing the first r and lengthening the initial vowel. This is a genuine residual for simple accent retention, since two modern root syllables remain. The old entry suggests extension of marka, but its accent is not supplied; that proposal cannot automatically solve the modern initial accent. Quantity and accent may be jointly affected by the cluster history.	Compare regional monkey cognates and the source paradigm; test a independently motivated retraction/lengthening chronology.	diagnostic-initial-retraction-residual	"[""family_annotations_08.jsonl:44""]"	
9888	contracted-human-nominal	mártya	Strand mʹîš ‘man’ has early long-vowel accent compatible with the old initial prominence after rty contraction and vowel change. Kundal Shahi mɛ̄̃c is a useful segmental comparison but its legacy notation does not directly establish mora alignment. This family must be cross-checked against alternative mánuṣya links for similar modern man words and Kalkoti meéš, which has late H.	Discriminate the human-word etymologies using consonant correspondences and link the Kalkoti token without assuming identical tone history.	retention-compatible-with-etymological-control	"[""family_annotations_08.jsonl:45""]"	
9890	root-verb-with-nasal-variant	márdati and independently reconstructed *mr̥ndati	Palula máaṇḍa is initially early-accented with a nasal cluster; Turner explicitly notes that mard- and *mr̥nd- have converged in several languages. The nasal cannot simply be ignored when assigning an input. Initial root prominence is compatible with the broad finite headword, but the specific nasal input lacks independently recorded accent and the modern citation is an imperative cell.	Determine which stem formation accounts for the nasal and compare the full knead paradigm.	input-variant-and-verbal-cell-control	"[""family_annotations_08.jsonl:46""]"	
9893	body-part-nominal-with-metathesis-and-fortition	márman	Palula bráam and Strand brʹâmu preserve early prominence on material from the old first syllable after metathesis and strengthening of a nasal to b. Their new long a cannot be treated as an inherited ā; the short old root and modern consonant rearrangement provide an independent chronology problem. The final u difference may reflect source or inflectional formation rather than a separate accent class.	Check the segmental intermediate and nominal paradigm, including whether the final u is a citation variant.	retention-with-major-segmental-change	"[""family_annotations_08.jsonl:47""]"	
9982	unextended-nominal	māṁsá, with mā́s independently recorded in the old family	Palula mhaás and Gilgit/Kohistani/Guresi moós consistently have late accent on the old long root after loss of final accented a. Secondary aspiration and nasal developments differ across branches while the contour agrees. This provides a clean late-accent comparison against early-accented mā́sa ‘month’; the independently recorded contracted old mā́s must remain an alternative formation rather than silently replace the principal input.	Inspect paradigms and explain why Kalkoti meat lacks the low tone associated with some other aspirated Palula cognates.	diagnostic-long-root-oxytone	"[""family_annotations_08.jsonl:48""]"	
9989	bee-derived-substance-nominal	mākṣiká; compare mákṣā/mákṣikā in 9696	Palula meec̣hí has final short-vowel accent, while Shina mac̣híi has final early-long ī accent. The shared final prominence contrasts with the old first-syllable long ā and implicates the i-bearing derivational formation rather than simple root accent preservation. Palula fronting is consistent with the i environment. Fly 9696 has a superficially similar modern outcome but an independently initial-accented old feminine, so the two histories must not be conflated.	Identify the precise nominal suffix and its later reaccentuation/quantity history in each branch.	diagnostic-derivational-final-accent	"[""family_annotations_08.jsonl:49""]"	
10009	contracted-kinship-nominal	mātulá; mā́tulaka independently attested as an affectionate formation	Gilgit moól ‘uncle’ has late accent on a long contracted root, compatible with old final prominence after loss of the intervening and final syllabic material. The old first vowel was long but contraction of tu also matters, so this is less direct than bālá. The affectionate mā́tulaka provides a different old accent and formation, yet there is no independent reason to substitute it for the bare modern uncle noun.	Read kinship inflection and inspect the source context of the unmarked Kalkoti mool citation in Liljegren 2013 before assigning a tonal class.	late-accent-compatible-contracted-kinship	"[""family_annotations_08.jsonl:50"", ""annotation_revisions.jsonl:4""]"	Corrected source attribution: the dialect tag HKAT-xka does not mean the token comes from HKAT.
10016	kinship-nominal-with-possessive-inflection	mātŕ̥	Gilgit and Kohistani maá~ have late long-root accent compatible with the old oxytone, while Guresi máa~ is early. Buddruss also gives early Gilgit máa~, conflicting with Schmidt and Degener within the same named dialect. Mother is an irregular kinship noun with possessive and address forms, so cell alignment must precede an explanation, but the source conflict remains real until those cells are demonstrated to differ.	Read the complete mother entries and possessive paradigms; do not force Buddruss into agreement by majority vote.	diagnostic-kinship-and-source-variation	"[""family_annotations_09.jsonl:1""]"	
10042	unextended-nominal	mā́na ‘house, dwelling’	Palula móoṇ ‘nest’ has early accent and raised oo, compatible with inherited early long ā. The semantic change from dwelling to an animal's dwelling is straightforward; the older spider-web sense also refers to a constructed habitation. The retroflex nasal still requires its regular segmental context to be documented, but accent and vowel quality jointly support the inherited-root analysis.	Inspect inflection and distinguish this family from other māna homonyms and Iranian house terms.	early-long-root-retention-compatible	"[""family_annotations_09.jsonl:2""]"	
